"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Improving Factuality and Reasoning in Language Models through Multiagent
  Debate","https://scispace.com/paper/improving-factuality-and-reasoning-in-language-models-dnorux6k","2023","Posted Content","","","10.48550/arxiv.2305.14325","https://scispace.com/pdf/improving-factuality-and-reasoning-in-language-models-dnorux6k.pdf","Large language models (LLMs) have demonstrated remarkable capabilities in language generation, understanding, and few-shot learning in recent years. An extensive body of work has explored how their performance may be further improved through the tools of prompting, ranging from verification, self-consistency, or intermediate scratchpads. In this paper, we present a complementary approach to improve language responses where multiple language model instances propose and debate their individual responses and reasoning processes over multiple rounds to arrive at a common final answer. Our findings indicate that this approach significantly enhances mathematical and strategic reasoning across a number of tasks. We also demonstrate that our approach improves the factual validity of generated content, reducing fallacious answers and hallucinations that contemporary models are prone to. Our approach may be directly applied to existing black-box models and uses identical procedure and prompts for all tasks we investigate. Overall, our findings suggest that such ""society of minds"" approach has the potential to significantly advance the capabilities of LLMs and pave the way for further breakthroughs in language generation and understanding. ","This paper proposed a ""society of minds"" approach to improve the performance of large language models, where multiple language model instances propose and debate their individual responses and reasoning processes over multiple rounds to arrive at a common final answer."
"Dynamic Self-Consistency: Leveraging Reasoning Paths for Efficient LLM
  Sampling","https://scispace.com/paper/dynamic-self-consistency-leveraging-reasoning-paths-for-52k97bgbwacs","2024","Journal Article","","Guoyang Wan
Yuqi Wu
Jie Chen
Sheng Li","10.48550/arxiv.2408.17017","https://scispace.compdf/dynamic-self-consistency-leveraging-reasoning-paths-for-52k97bgbwacs.pdf","Self-Consistency (SC) is a widely used method to mitigate hallucinations in Large Language Models (LLMs) by sampling the LLM multiple times and outputting the most frequent solution. Despite its benefits, SC results in significant computational costs proportional to the number of samples generated. Previous early-stopping approaches, such as Early Stopping Self Consistency and Adaptive Consistency, have aimed to reduce these costs by considering output consistency, but they do not analyze the quality of the reasoning paths (RPs) themselves. To address this issue, we propose Reasoning-Aware Self-Consistency (RASC), an innovative early-stopping framework that dynamically adjusts the number of sample generations by considering both the output answer and the RPs from Chain of Thought (CoT) prompting. RASC assigns confidence scores sequentially to the generated samples, stops when certain criteria are met, and then employs weighted majority voting to optimize sample usage and enhance answer reliability. We comprehensively test RASC with multiple LLMs across varied QA datasets. RASC outperformed existing methods and significantly reduces sample usage by an average of 80% while maintaining or improving accuracy up to 5% compared to the original SC ","Researchers propose Reasoning-Aware Self-Consistency (RASC), an early-stopping framework for Large Language Models that dynamically adjusts sample generations based on output answer and reasoning paths, reducing sample usage by 80% while maintaining or improving accuracy up to 5%."
"ACR: Adaptive Confidence Re-Scoring for Reliable Answer Selection Among Multiple Candidates","https://scispace.com/paper/acr-adaptive-confidence-re-scoring-for-reliable-answer-8dxgjz6s08ei","2025","Journal Article","Applied Sciences","Eunhye Jeong
Yong Suk Choi","10.3390/app15179587","","With the improved reasoning capabilities of large language models (LLMs), their applications have rapidly expanded across a wide range of tasks. In recent question answering tasks, performance gains have been achieved through Self-Consistency, where LLMs generate multiple reasoning paths and determine the final answer via majority voting. However, this approach can fail when the correct answer is generated but does not appear frequently enough to be selected, highlighting its vulnerability to inconsistent generations. To address this, we propose Adaptive Confidence Re-scoring (ACR)—a method that adaptively evaluates and re-scores candidate answers to select the most trustworthy one when LLMs fail to generate consistent reasoning. Experiments on arithmetic and logical reasoning benchmarks show that ACR maintains or improves answer accuracy while significantly reducing inference cost. Compared to existing verification methods such as FOBAR, ACR reduces the number of inference calls by up to 95%, while improving inference efficiency—measured as accuracy gain per inference call—by a factor of 2× to 17×, depending on the dataset and model. ","This study proposes Adaptive Confidence Re-scoring (ACR), a method that evaluates and re-scores candidate answers to select the most trustworthy one, improving answer accuracy and reducing inference cost by up to 95% compared to existing verification methods."
"Multi-Perspective Consistency Enhances Confidence Estimation in Large
  Language Models","https://scispace.com/paper/multi-perspective-consistency-enhances-confidence-estimation-vup791szmu","2024","Preprint","","Pei Wang
Y. C. Wang
Ming Diao
Kaijian He
Guanting Dong
W. Xu","10.48550/arxiv.2402.11279","https://scispace.compdf/multi-perspective-consistency-enhances-confidence-estimation-vup791szmu.pdf","In the deployment of large language models (LLMs), accurate confidence estimation is critical for assessing the credibility of model predictions. However, existing methods often fail to overcome the issue of overconfidence on incorrect answers. In this work, we focus on improving the confidence estimation of large language models. Considering the fragility of self-awareness in language models, we introduce a Multi-Perspective Consistency (MPC) method. We leverage complementary insights from different perspectives within models (MPC-Internal) and across different models (MPC-Across) to mitigate the issue of overconfidence arising from a singular viewpoint. The experimental results on eight publicly available datasets show that our MPC achieves state-of-the-art performance. Further analyses indicate that MPC can mitigate the problem of overconfidence and is effectively scalable to other models. ","Multi-Perspective Consistency (MPC) enhances confidence estimation in large language models by leveraging insights from different perspectives within and across models, leading to state-of-the-art performance."
"Self-Refine: Iterative Refinement with Self-Feedback","https://scispace.com/paper/self-refine-iterative-refinement-with-self-feedback-vxt7ybq3","2023","Journal Article","arXiv.org","Aman Madaan
Nita Tandon
Prakhar Gupta
Skyler Hallinan
Luyu Gao
Sarah Wiegreffe
Uri Alon
Nouha Dziri
Shrimai Prabhumoye
Yiming Yang
Sean Welleck
Bodhisattwa Majumder
Shashank Gupta
Amir Yazdanbakhsh
Peter Clark","10.48550/arXiv.2303.17651","","Like humans, large language models (LLMs) do not always generate the best output on their first try. Motivated by how humans refine their written text, we introduce Self-Refine, an approach for improving initial outputs from LLMs through iterative feedback and refinement. The main idea is to generate an initial output using an LLMs; then, the same LLMs provides feedback for its output and uses it to refine itself, iteratively. Self-Refine does not require any supervised training data, additional training, or reinforcement learning, and instead uses a single LLM as the generator, refiner, and feedback provider. We evaluate Self-Refine across 7 diverse tasks, ranging from dialog response generation to mathematical reasoning, using state-of-the-art (GPT-3.5, ChatGPT, and GPT-4) LLMs. Across all evaluated tasks, outputs generated with Self-Refine are preferred by humans and automatic metrics over those generated with the same LLM using conventional one-step generation, improving by ~20% absolute on average in task performance. Our work demonstrates that even state-of-the-art LLMs like GPT-4 can be further improved at test time using our simple, standalone approach.","Self-Refine as mentioned in this paper uses a single LLM as the generator, refiner, and feedback provider to generate an initial output using an LLM; then, the same LLM provides feedback for its output and uses it to refine itself."
"Self-Refine: Iterative Refinement with Self-Feedback","https://scispace.com/paper/self-refine-iterative-refinement-with-self-feedback-2uxjtkmp","2023","Posted Content","","","10.48550/arxiv.2303.17651","https://scispace.com/pdf/self-refine-iterative-refinement-with-self-feedback-2uxjtkmp.pdf","Like humans, large language models (LLMs) do not always generate the best output on their first try. Motivated by how humans refine their written text, we introduce Self-Refine, an approach for improving initial outputs from LLMs through iterative feedback and refinement. The main idea is to generate an initial output using an LLMs; then, the same LLMs provides feedback for its output and uses it to refine itself, iteratively. Self-Refine does not require any supervised training data, additional training, or reinforcement learning, and instead uses a single LLM as the generator, refiner, and feedback provider. We evaluate Self-Refine across 7 diverse tasks, ranging from dialog response generation to mathematical reasoning, using state-of-the-art (GPT-3.5, ChatGPT, and GPT-4) LLMs. Across all evaluated tasks, outputs generated with Self-Refine are preferred by humans and automatic metrics over those generated with the same LLM using conventional one-step generation, improving by ~20% absolute on average in task performance. Our work demonstrates that even state-of-the-art LLMs like GPT-4 can be further improved at test time using our simple, standalone approach. ","Self-Refine as mentioned in this paper uses a single LLM as the generator, refiner, and feedback provider to generate an initial output using an LLM; then, the same LLM provides feedback for its output and uses it to refine itself."
"Unlocking Transparent Alignment Through Enhanced Inverse Constitutional
  AI for Principle Extraction","https://scispace.com/paper/unlocking-transparent-alignment-through-enhanced-inverse-6bzi2f3yu7l1","2025","Journal Article","","Carl-Leander Henneking
Claas Beger","10.48550/arxiv.2501.17112","https://scispace.compdf/unlocking-transparent-alignment-through-enhanced-inverse-6bzi2f3yu7l1.pdf","Traditional methods for aligning Large Language Models (LLMs), such as Reinforcement Learning from Human Feedback (RLHF) and Direct Preference Optimization (DPO), rely on implicit principles, limiting interpretability. Constitutional AI (CAI) offers an explicit, rule-based framework for guiding model outputs. Building on this, we refine the Inverse Constitutional AI (ICAI) algorithm, which extracts constitutions from preference datasets. By improving principle generation, clustering, and embedding processes, our approach enhances the accuracy and generalizability of extracted principles across synthetic and real-world datasets. While in-context alignment yields modest improvements, our results highlight the potential of these principles to foster more transparent and adaptable alignment methods, offering a promising direction for future advancements beyond traditional fine-tuning. ","Researchers refine Inverse Constitutional AI (ICAI) to extract explicit principles from preference datasets, improving accuracy and generalizability, and offering a promising direction for transparent and adaptable alignment methods beyond traditional fine-tuning techniques."
"Integrate the Essence and Eliminate the Dross: Fine-Grained
  Self-Consistency for Free-Form Language Generation","https://scispace.com/paper/integrate-the-essence-and-eliminate-the-dross-fine-grained-43m6q2a7zt","2024","Journal Article","","Xinglin Wang
Yiwei Li
Shaoxiong Feng
Peiwen Yuan
Boyuan Pan
Heda Wang
Yao Hu
Kan Li","10.48550/arxiv.2407.02056","https://scispace.compdf/integrate-the-essence-and-eliminate-the-dross-fine-grained-43m6q2a7zt.pdf","Self-consistency (SC), leveraging multiple samples from LLMs, shows significant gains on various reasoning tasks but struggles with free-form generation due to the difficulty of aggregating answers. Its variants, UCS and USC, rely on sample selection or voting mechanisms to improve output quality. These methods, however, face limitations due to their inability to fully utilize the nuanced consensus knowledge present within multiple candidate samples, often resulting in suboptimal outputs. We propose Fine-Grained Self-Consistency (FSC) to addresses these limitations by extracting and integrating segment-level commonalities from candidate samples, enhancing the performance of LLMs both in open-ended and reasoning tasks. Based on this, we present two additional strategies: candidate filtering, which enhances overall quality by identifying highly similar candidate sets, and merging, which reduces input token requirements by combining similar samples. The effectiveness of FSC is demonstrated through extensive experiments on various tasks, including summarization, code generation, and mathematical reasoning, using GPT-3.5-turbo and GPT-4. The results indicate significant improvements over baseline methods, showcasing the potential of FSC to optimize output quality by effectively synthesizing fine-grained consensus knowledge from multiple samples. ","This paper proposes Fine-Grained Self-Consistency (FSC) to enhance language generation by extracting segment-level commonalities from multiple candidate samples, improving performance on open-ended and reasoning tasks, and outperforming baseline methods on summarization, code generation, and mathematical reasoning tasks."
"Mirror: A Multiple-perspective Self-Reflection Method for Knowledge-rich Reasoning","https://scispace.com/paper/mirror-a-multiple-perspective-self-reflection-method-for-54yrx514pi","2024","Journal Article","arXiv.org","Hanqi Yan
Qinglin Zhu
Xinyu Wang
Lin Gui
Yulan He","10.48550/arxiv.2402.14963","https://scispace.compdf/mirror-a-multiple-perspective-self-reflection-method-for-54yrx514pi.pdf","While Large language models (LLMs) have the capability to iteratively reflect on their own outputs, recent studies have observed their struggles with knowledge-rich problems without access to external resources. In addition to the inefficiency of LLMs in self-assessment, we also observe that LLMs struggle to revisit their predictions despite receiving explicit negative feedback. Therefore, We propose Mirror, a Multiple-perspective self-reflection method for knowledge-rich reasoning, to avoid getting stuck at a particular reflection iteration. Mirror enables LLMs to reflect from multiple-perspective clues, achieved through a heuristic interaction between a Navigator and a Reasoner. It guides agents toward diverse yet plausibly reliable reasoning trajectory without access to ground truth by encouraging (1) diversity of directions generated by Navigator and (2) agreement among strategically induced perturbations in responses generated by the Reasoner. The experiments on five reasoning datasets demonstrate that Mirror's superiority over several contemporary self-reflection approaches. Additionally, the ablation study studies clearly indicate that our strategies alleviate the aforementioned challenges.","Mirror, a Multiple-perspective self-reflection method for knowledge-rich reasoning, is proposed to avoid getting stuck at a particular reflection iteration, to avoid getting stuck at a particular reflection iteration."
"DiPT: Enhancing LLM reasoning through diversified perspective-taking","https://scispace.com/paper/dipt-enhancing-llm-reasoning-through-diversified-perspective-4pwoxwz8vld2","2024","Journal Article","","H. Just
Mahavir Dabas
Lifu Huang
Ming Jin
Ruoxi Jia","10.48550/arxiv.2409.06241","https://scispace.compdf/dipt-enhancing-llm-reasoning-through-diversified-perspective-4pwoxwz8vld2.pdf","Existing work on improving language model reasoning typically explores a single solution path, which can be prone to errors. Inspired by perspective-taking in social studies, this paper introduces DiPT, a novel approach that complements current reasoning methods by explicitly incorporating diversified viewpoints. This approach allows the model to gain a deeper understanding of the problem's context and identify the most effective solution path during the inference stage. Additionally, it provides a general data-centric AI recipe for augmenting existing data to improve their quality for fine-tuning. Our empirical results demonstrate that DiPT can be flexibly integrated into existing methods that focus on a single reasoning approach, enhancing their reasoning performance and stability when presented with paraphrased problems. Furthermore, we illustrate improved context understanding by maintaining the model's safe outputs against ""jailbreaking"" prompts intentionally designed to bypass safeguards built into deployed models. Lastly, we show that fine-tuning with data enriched with diverse perspectives can boost the reasoning capabilities of the model compared to fine-tuning with raw data alone. ","This paper introduces DiPT, a novel approach that enhances language model reasoning by incorporating diversified viewpoints, improving context understanding, and stability when presented with paraphrased problems, and fine-tuning with enriched data."
"Integrative Decoding: Improve Factuality via Implicit Self-consistency","https://scispace.com/paper/integrative-decoding-improve-factuality-via-implicit-self-5q2362lknovk","2024","Journal Article","","Yi Cheng
Liang Xiao
Yeyun Gong
Wen Xiao
Wei Wang
Yuji Zhang
Wenjun Hou
Kaishuai Xu
Wenge Liu
Wenjie Li
Jian Jiao
Qi Chen
Peng Cheng
Wayne Xiong","10.48550/arxiv.2410.01556","https://scispace.compdf/integrative-decoding-improve-factuality-via-implicit-self-5q2362lknovk.pdf","Self-consistency-based approaches, which involve repeatedly sampling multiple outputs and selecting the most consistent one as the final response, prove to be remarkably effective in improving the factual accuracy of large language models. Nonetheless, existing methods usually have strict constraints on the task format, largely limiting their applicability. In this paper, we present Integrative Decoding (ID), to unlock the potential of self-consistency in open-ended generation tasks. ID operates by constructing a set of inputs, each prepended with a previously sampled response, and then processes them concurrently, with the next token being selected by aggregating of all their corresponding predictions at each decoding step. In essence, this simple approach implicitly incorporates self-consistency in the decoding objective. Extensive evaluation shows that ID consistently enhances factuality over a wide range of language models, with substantial improvements on the TruthfulQA (+11.2%), Biographies (+15.4%) and LongFact (+8.5%) benchmarks. The performance gains amplify progressively as the number of sampled responses increases, indicating the potential of ID to scale up with repeated sampling. ","This paper introduces Integrative Decoding (ID), a self-consistency-based approach that improves factual accuracy in open-ended generation tasks by aggregating predictions from multiple sampled responses, achieving substantial improvements on various benchmarks."
"A Stitch in Time Saves Nine: Proactive Self-Refinement for Language Models","https://scispace.com/paper/a-stitch-in-time-saves-nine-proactive-self-refinement-for-v4arwymenwbi","2025","Journal Article","","Jiang Han
X. Wang
Haiquan Zhao
T. Li
Zhouqiang Jiang
Sihang Jiang
Jiaqing Liang
Xin Lin
Weikang Zhou
Z. J. Sun
Fei Yu
Yanghua Xiao","10.48550/arxiv.2508.12903","https://scispace.compdf/a-stitch-in-time-saves-nine-proactive-self-refinement-for-v4arwymenwbi.pdf","Recent advances in self-refinement have demonstrated significant potential for improving the outputs of large language models (LLMs) through iterative refinement. However, most existing self-refinement methods rely on a reactive process with a fixed number of iterations, making it difficult to determine the optimal timing and content of refinement based on the evolving generation context. Inspired by the way humans dynamically refine their thoughts during execution, we propose ProActive Self-Refinement (PASR), a novel method that enables LLMs to refine their outputs during the generation process. Unlike methods that regenerate entire responses, PASR proactively decides whether, when, and how to refine based on the model's internal state and evolving context. We conduct extensive experiments on a diverse set of 10 tasks to evaluate the effectiveness of PASR. Experimental results show that PASR significantly enhances problem-solving performance. In particular, on Qwen3-8B, PASR reduces average token consumption by 41.6 percent compared to standard generation, while also achieving an 8.2 percent improvement in accuracy. Our code and all baselines used in the paper are available in the GitHub. ","This paper proposes ProActive Self-Refinement (PASR), a novel method for large language models to dynamically refine outputs during generation, improving problem-solving performance by 8.2% and reducing token consumption by 41.6% on diverse tasks."
