"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Symphony: A Decentralized Multi-Agent Framework for Scalable Collective Intelligence","https://scispace.com/paper/symphony-a-decentralized-multi-agent-framework-for-scalable-pw41ndquxm3k","2025","Journal Article","arXiv.org","Ji Wang
Kashing Chen
Xinyuan Song
Ke Zhang
Lynn Ai
Eric Yang
Bill Shi","10.48550/arxiv.2508.20019","https://scispace.compdf/symphony-a-decentralized-multi-agent-framework-for-scalable-pw41ndquxm3k.pdf","Most existing Large Language Model (LLM)-based agent frameworks rely on centralized orchestration, incurring high deployment costs, rigid communication topologies, and limited adaptability. To address these challenges, we introduce Symphony, a decentralized multi-agent system which enables lightweight LLMs on consumer-grade GPUs to coordinate. Symphony introduces three key mechanisms: (1) a decentralized ledger that records capabilities, (2) a Beacon-selection protocol for dynamic task allocation, and (3) weighted result voting based on CoTs. This design forms a privacy-saving, scalable, and fault-tolerant orchestration with low overhead. Empirically, Symphony outperforms existing baselines on reasoning benchmarks, achieving substantial accuracy gains and demonstrating robustness across models of varying capacities.","Symphony, a decentralized multi-agent framework, enables scalable collective intelligence by introducing a decentralized ledger, Beacon-selection protocol, and weighted result voting, outperforming existing baselines on reasoning benchmarks with substantial accuracy gains and robustness across models."
"An Organizational Theory for Multi-Agent Interactions: Bridging Human Agents, LLMs, and Specialized AI","https://scispace.com/paper/an-organizational-theory-for-multi-agent-interactions-w25qg0elzvwp","2025","Journal Article","","Uwe M. Borghoff
Paolo Bottoni
Remo Pareschi","10.21203/rs.3.rs-6566773/v1","","<title>Abstract</title> Purpose: Recent advances in AI, especially in large language models (LLMs), have created new opportunities to integrate human and artificial agents through shared linguistic capabilities. This paper presents a multi-agent organizational framework in which human agents, LLMs, and specialized agents (narrow AIs) collaborate via dynamic, topic-based group formation. Topic-driven interactions enable agents to coalesce around evolving interests, supported by threshold-based protocols for temporal adaptation, topic emergence, and participation. Methods: Within our framework, human agents guide the overall system objectives, while consultant agents (LLMs) provide semantic analysis and mediation, and specialized agents perform focused domain tasks. By leveraging automated topic modeling, the approach eschews rigid ontologies and instead supports adaptive and interpretable content management. Mathematical properties ensure system coherence—across roles, tasks, and timescales—while allowing natural evolution of interests and groups. Results: We illustrate the framework’s versatility with example scenarios in emergency response, healthcare research and financial decision-making, emphasizing how human decision-makers, LLM-based consultants, and specialized worker agents jointly fulfill complex goals through transparent topic alignment and threshold-driven coordination. This formalization advances human-computer interaction as a multi-agent phenomenon that integrates human insight with the strengths of next-generation AI models in a cohesive, evolving system. ","This paper presents a multi-agent organizational framework integrating human agents, large language models (LLMs), and specialized AI to facilitate dynamic, topic-based collaboration, leveraging automated topic modeling and threshold-based protocols for adaptive content management and system coherence."
"NomicLaw: Emergent Trust and Strategic Argumentation in LLMs During Collaborative Law-Making","https://scispace.com/paper/nomiclaw-emergent-trust-and-strategic-argumentation-in-llms-ydejytoxf85s","2025","Journal Article","arXiv.org","Asutosh Hota
Jussi P. P. Jokinen","10.48550/arxiv.2508.05344","https://scispace.compdf/nomiclaw-emergent-trust-and-strategic-argumentation-in-llms-ydejytoxf85s.pdf","Recent advancements in large language models (LLMs) have extended their capabilities from basic text processing to complex reasoning tasks, including legal interpretation, argumentation, and strategic interaction. However, empirical understanding of LLM behavior in open-ended, multi-agent settings especially those involving deliberation over legal and ethical dilemmas remains limited. We introduce NomicLaw, a structured multi-agent simulation where LLMs engage in collaborative law-making, responding to complex legal vignettes by proposing rules, justifying them, and voting on peer proposals. We quantitatively measure trust and reciprocity via voting patterns and qualitatively assess how agents use strategic language to justify proposals and influence outcomes. Experiments involving homogeneous and heterogeneous LLM groups demonstrate how agents spontaneously form alliances, betray trust, and adapt their rhetoric to shape collective decisions. Our results highlight the latent social reasoning and persuasive capabilities of ten open-source LLMs and provide insights into the design of future AI systems capable of autonomous negotiation, coordination and drafting legislation in legal settings.","Researchers introduce NomicLaw, a multi-agent simulation where LLMs collaborate on law-making, proposing rules, justifying them, and voting on peers' proposals, demonstrating emergent trust, reciprocity, and strategic argumentation in open-ended, multi-agent settings."
"BlockAgents: Towards Byzantine-Robust LLM-Based Multi-Agent Coordination Via Blockchain","https://scispace.com/paper/blockagents-towards-byzantine-robust-llm-based-multi-agent-104yx9ld6bw7","","","","Bei Chen
Gaolei Li
Xi Lin
Zheng Wang
Jianhua Li","10.1145/3674399.3674445","","Recent advancements in multi-agent systems based on large language models (LLM) have shown potential for problem-solving and planning tasks. However, most existing LLM-based multi-agent approaches show vulnerability against byzantine attacks. First, agents instantiated on diverse LLMs may inherit biases present in the LLMs and thus exhibit deception behavior. Second, as the number of agents grows, collusive behavior among multiple malicious agents poses a potential threat. In this paper, we propose BlockAgents, an innovative framework that integrates blockchain into LLM-based cooperative multi-agent systems to mitigate byzantine behaviors. BlockAgents completes multi-agent collaboration through a unified workflow including role assignment, proposal statement, evaluation, and decision-making. To help the agent who contributes the most to the group thinking process acquire accounting rights, we propose a proof-of-thought (PoT) consensus mechanism combined with stake-based miner designation and multi-round debate-style voting. To effectively distinguish valid and abnormal answers, we design a multi-metric prompt-based evaluation method for each evaluator to score each proposal by carefully and comprehensively considering multiple dimensions. Experiments on three datasets show that BlockAgents reduces the interference of poisoning attacks on accuracy to less than 3% and reduces the success rate of backdoor attacks to less than 5%, demonstrating the resistance ability against Byzantine attacks.","This paper proposes BlockAgents, a blockchain-integrated framework for Byzantine-robust LLM-based multi-agent coordination, mitigating deception and collusive behaviors through a unified workflow, PoT consensus, and multi-metric prompt-based evaluation, demonstrating resistance to Byzantine attacks with improved accuracy and reduced attack success rates."
"Agentic Approach in the Quest for AGI","https://scispace.com/paper/agentic-approach-in-the-quest-for-agi-9tiqoo1agdru","2025","Journal Article","Indian Journal of Computer Science and Technology","Mahesh Basavaraj","10.59256/indjcst.20250402043","",": Artificial General Intelligence (AGI) aims to create machine intelligence rivaling human cognitive abilities across all domains. Current approaches struggle with common-sense reasoning, cross-domain knowledge transfer, and consistent multi-step task performance. This paper investigates a collaborative framework using AI agents built on Large Language Models (LLMs) to achieve AGI. By harnessing LLMs’ strengths in language processing, reasoning, and knowledge synthesis, we propose a multi-agent system where specialized agents work together to exhibit emergent general intelligence. We analyze LLM technologies, multi-agent coordination, and existing implementations like Google’s SayCan, OpenAI’s multi-agent systems, ChatDev, and Devin. Our findings suggest that collaborative LLM-based agent systems are the most promising path to AGI, despite challenges in embodied cognition, safety alignment, and true understanding versus pattern matching. We outline a roadmap for future research and key open questions in developing AGI through collaborative architectures. ","This paper proposes a collaborative framework using AI agents built on Large Language Models (LLMs) to achieve Artificial General Intelligence (AGI), leveraging LLMs' strengths in language processing and knowledge synthesis to exhibit emergent general intelligence."
"Conflict Resolution Techniques in Multi-Agent Systems: Technical Review","https://scispace.com/paper/conflict-resolution-techniques-in-multi-agent-systems-5zzabws186li","2025","Journal Article","European modern studies journal","Santosh Chikoti","10.59573/emsj.9(5).2025.76","","Multi-Agent Systems represent a fundamental paradigm in distributed artificial intelligence where autonomous computational entities collaborate within shared environments to accomplish individual and collective objectives. The inherent complexity of these systems creates scenarios where agents encounter conflicting goals or maintain contradictory information about their operational environment. This comprehensive technical review examines contemporary conflict resolution techniques employed in multi-agent systems, analyzing their theoretical foundations, practical implementations, and effectiveness across various application domains. The article categorizes conflict resolution techniques into three primary areas: goal conflict resolution through negotiation-based approaches and auction-based mechanisms, information conflict resolution via belief merging and consensus algorithms alongside voting systems, and structured decision-making approaches utilizing priority rules and argumentation frameworks. Each technique demonstrates distinct advantages in specific operational contexts, with negotiation-based systems excelling in resource allocation scenarios, auction-based mechanisms proving effective in competitive environments, and belief merging techniques providing robust solutions for information inconsistencies. The article explores potential applications across diverse sectors, including robotics swarms, financial systems, and smart grid infrastructure, indicating promising directions for conflict resolution mechanism implementation. The review concludes by identifying emerging research opportunities, including the integration of artificial intelligence and machine learning techniques to enhance system adaptability and address scalability challenges in large-scale deployments. ","This technical review examines conflict resolution techniques in multi-agent systems, categorizing them into three areas: negotiation-based, information-based, and structured decision-making approaches, highlighting their effectiveness in various application domains and identifying emerging research opportunities."
"Consensus in multi-agent systems","https://scispace.com/paper/consensus-in-multi-agent-systems-1ma3392u2h","2016","Reference Book","","Anton V. Proskurnikov
Ming Cao","10.1002/047134608X","https://scispace.com/pdf/consensus-in-multi-agent-systems-1ma3392u2h.pdf","Many cooperative behaviors of multi-agent teams emerge from local interactions among the agents, where an agent interacts with a few “adjacent” teammates, but has no information about the remaining agents. For instance, the selforganization of many biological populations – including swarms of insects, flocks of birds, and schools of fish – are based on such local interaction rules: the motion and decisions of an individual agent are determined by the behavior of its nearest neighbors in the population. A special case of multi-agent coordination is consensus, that is, the agreement of agents on some quantity of interest or, more generally, the full or partial synchronization of their state trajectories. Establishing consensus is a “benchmark” problem in multi-agent systems study, which allows to reveal the main principles of multi-agent coordination and, in particular, the role of the system’s interaction graph (or topology). Consensus lies in the heart of many natural phenomena (e.g., synchronous oscillation of neural cells, which maintains a stable heart rhythm) and engineering designs (e.g., attitude synchronization of satellites). In this article, we give a brief review of distributed consensus algorithms, focusing on the basic ideas and relevant mathematical theory, in particular, graph theoretic methods.","A brief review of distributed consensus algorithms is given, focusing on the basic ideas and relevant mathematical theory, in particular, graph theoretic methods."
"Consensus in multi-agent systems","https://scispace.com/paper/consensus-in-multi-agent-systems-55n100ggxx","2016","","","Anton V. Proskurnikov
Ming Cao","10.1002/047134608x","","Many cooperative behaviors of multi-agent teams emerge from local interactions among the agents, where an agent interacts with a few “adjacent” teammates, but has no information about the remaining agents. For instance, the selforganization of many biological populations – including swarms of insects, flocks of birds, and schools of fish – are based on such local interaction rules: the motion and decisions of an individual agent are determined by the behavior of its nearest neighbors in the population. A special case of multi-agent coordination is consensus, that is, the agreement of agents on some quantity of interest or, more generally, the full or partial synchronization of their state trajectories. Establishing consensus is a “benchmark” problem in multi-agent systems study, which allows to reveal the main principles of multi-agent coordination and, in particular, the role of the system’s interaction graph (or topology). Consensus lies in the heart of many natural phenomena (e.g., synchronous oscillation of neural cells, which maintains a stable heart rhythm) and engineering designs (e.g., attitude synchronization of satellites). In this article, we give a brief review of distributed consensus algorithms, focusing on the basic ideas and relevant mathematical theory, in particular, graph theoretic methods.","A brief review of distributed consensus algorithms is given, focusing on the basic ideas and relevant mathematical theory, in particular, graph theoretic methods."
"ChatEval: Towards Better LLM-based Evaluators through Multi-Agent Debate","https://scispace.com/paper/chateval-towards-better-llm-based-evaluators-through-multi-2xk9b025e1","2023","Journal Article","arXiv.org","Chi-Min Chan
Weize Chen
Yusheng Su
Jianxuan Yu
Wei Xue
Shan Zhang
Jie Fu
Zhiyuan Liu","10.48550/arxiv.2308.07201","","Text evaluation has historically posed significant challenges, often demanding substantial labor and time cost. With the emergence of large language models (LLMs), researchers have explored LLMs' potential as alternatives for human evaluation. While these single-agent-based approaches show promise, experimental results suggest that further advancements are needed to bridge the gap between their current effectiveness and human-level evaluation quality. Recognizing that best practices of human evaluation processes often involve multiple human annotators collaborating in the evaluation, we resort to a multi-agent debate framework, moving beyond single-agent prompting strategies. The multi-agent-based approach enables a group of LLMs to synergize with an array of intelligent counterparts, harnessing their distinct capabilities and expertise to enhance efficiency and effectiveness in handling intricate tasks. In this paper, we construct a multi-agent referee team called ChatEval to autonomously discuss and evaluate the quality of generated responses from different models on open-ended questions and traditional natural language generation (NLG) tasks. Our analysis shows that ChatEval transcends mere textual scoring, offering a human-mimicking evaluation process for reliable assessments. Our code is available at https://github.com/chanchimin/ChatEval. ","A multi-agent referee team called ChatEval is constructed to autonomously discuss and evaluate the quality of generated responses from different models on open-ended questions and traditional natural language generation (NLG) tasks, offering a human-mimicking evaluation process for reliable assessments."
"“Tipping the Balance”: Human Intervention in Large Language Model Multi‐Agent Debate","https://scispace.com/paper/tipping-the-balance-human-intervention-in-large-language-102sx4fni2tl","2024","Journal Article","Proceedings of the Association for Information Science and Technology","Haley Triem
Ying Ding","10.1002/pra2.1034","","ABSTRACT Methods for eliciting reasoning from large language models (LLMs) are shifting from filtering natural language “prompts” through contextualized “personas,” towards structuring conversations between LLM instances, or “agents.” This work expands upon LLM multiagent debate by inserting human opinion into the loop of generated conversation. To simulate complex reasoning, LLM instances were given United States district court decisions and asked to debate whether to “affirm” or “not affirm” the decision. Agents were examined in three phases: “synthetic debate,” where one LLM instance simulated a three‐agent discussion; “multiagent debate,” where three LLM instances discussed among themselves; and “human‐AI debate,” where multiagent debate was interrupted by human opinion. During each phase, a nine‐step debate was simulated one‐hundred times, yielding 2,700 total debate steps. Resulting conversations generated by synthetic debate followed a pre‐set cadence, proving them ineffective at simulating individual agents and confirming that mechanism engineering is critical for multiagent debate. Furthermore, the reasoning process backing multiagent decision‐making was strikingly similar to human decision‐making. Finally, it is discovered that while LLMs do weigh human input more heavily than AI opinion, it is only by a small threshold. Ultimately, this work asserts that careful, human‐in‐the‐loop framework is critical for designing value‐aware, agentic AI agents. ","This study inserts human opinion into large language model multi-agent debates, simulating complex reasoning through LLM instances debating US court decisions. Results show human-AI debates yield similar reasoning processes to human decision-making, with LLMs weighing human input slightly more than AI opinion."
"Simulating The U.S. Senate: An LLM-Driven Agent Approach to Modeling
  Legislative Behavior and Bipartisanship","https://scispace.com/paper/simulating-the-u-s-senate-an-llm-driven-agent-approach-to-3uluzw4htf","2024","Preprint","","Zachary R. Baker
Zarif L. Azher","10.48550/arxiv.2406.18702","https://scispace.compdf/simulating-the-u-s-senate-an-llm-driven-agent-approach-to-3uluzw4htf.pdf","This study introduces a novel approach to simulating legislative processes using LLM-driven virtual agents, focusing on the U.S. Senate Intelligence Committee. We developed agents representing individual senators and placed them in simulated committee discussions. The agents demonstrated the ability to engage in realistic debate, provide thoughtful reflections, and find bipartisan solutions under certain conditions. Notably, the simulation also showed promise in modeling shifts towards bipartisanship in response to external perturbations. Our results indicate that this LLM-driven approach could become a valuable tool for understanding and potentially improving legislative processes, supporting a broader pattern of findings highlighting how LLM-based agents can usefully model real-world phenomena. Future works will focus on enhancing agent complexity, expanding the simulation scope, and exploring applications in policy testing and negotiation. ","A novel LLM-driven agent approach to simulating the U.S. Senate successfully models legislative behavior and bipartisanship, demonstrating the ability to engage in realistic debate, provide thoughtful reflections, and find bipartisan solutions."
