"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Software Testing with Large Language Model: Survey, Landscape, and Vision","https://scispace.com/paper/software-testing-with-large-language-model-survey-landscape-3tu90ids","2023","Peer Review","","Junjie Wang
Yuchao Huang
Chunyang Chen
Zhe Liu
Song Wang
Qing Wang","","https://scispace.compdf/software-testing-with-large-language-model-survey-landscape-3tu90ids.pdf","Pre-trained large language models (LLMs) have recently emerged as a breakthrough technology in natural language processing and artificial intelligence, with the ability to handle large-scale datasets and exhibit remarkable performance across a wide range of tasks. Meanwhile, software testing is a crucial undertaking that serves as a cornerstone for ensuring the quality and reliability of software products. As the scope and complexity of software systems continue to grow, the need for more effective software testing techniques becomes increasingly urgent, and making it an area ripe for innovative approaches such as the use of LLMs. This paper provides a comprehensive review of the utilization of LLMs in software testing. It analyzes 52 relevant studies that have used LLMs for software testing, from both the software testing and LLMs perspectives. The paper presents a detailed discussion of the software testing tasks for which LLMs are commonly used, among which test case preparation and program repair are the most representative ones. It also analyzes the commonly used LLMs, the types of prompt engineering that are employed, as well as the accompanied techniques with these LLMs. It also summarizes the key challenges and potential opportunities in this direction. This work can serve as a roadmap for future research in this area, highlighting potential avenues for exploration, and identifying gaps in our current understanding of the use of LLMs in software testing.","A comprehensive review of the use of pre-trained large language models (LLMs) in software testing can be found in this paper , where the authors present a detailed discussion of the software testing tasks for which LLMs are commonly used, among which test case preparation and program repair are the most representative ones."
"Software Testing with Large Language Models: Survey, Landscape, and Vision","https://scispace.com/paper/software-testing-with-large-language-models-survey-landscape-3ada3cam7j","2023","Preprint","","Junjie Wang
Yuchao Huang
Chunyang Chen
Zhe Liu
Song Wang
Qing Wang","10.48550/arxiv.2307.07221","","Pre-trained large language models (LLMs) have recently emerged as a breakthrough technology in natural language processing and artificial intelligence, with the ability to handle large-scale datasets and exhibit remarkable performance across a wide range of tasks. Meanwhile, software testing is a crucial undertaking that serves as a cornerstone for ensuring the quality and reliability of software products. As the scope and complexity of software systems continue to grow, the need for more effective software testing techniques becomes increasingly urgent, making it an area ripe for innovative approaches such as the use of LLMs. This paper provides a comprehensive review of the utilization of LLMs in software testing. It analyzes 102 relevant studies that have used LLMs for software testing, from both the software testing and LLMs perspectives. The paper presents a detailed discussion of the software testing tasks for which LLMs are commonly used, among which test case preparation and program repair are the most representative. It also analyzes the commonly used LLMs, the types of prompt engineering that are employed, as well as the accompanied techniques with these LLMs. It also summarizes the key challenges and potential opportunities in this direction. This work can serve as a roadmap for future research in this area, highlighting potential avenues for exploration, and identifying gaps in our current understanding of the use of LLMs in software testing. ","The utilization of large language models in software testing is a burgeoning field that holds great potential for improving software quality and reliability."
"LLM4TDD: Best Practices for Test Driven Development Using Large Language Models","https://scispace.com/paper/llm4tdd-best-practices-for-test-driven-development-using-7a6yyryndj","2023","Journal Article","arXiv.org","Sanyogita Piya
Allison Sullivan","10.48550/arxiv.2312.04687","https://scispace.compdf/llm4tdd-best-practices-for-test-driven-development-using-7a6yyryndj.pdf","In today's society, we are becoming increasingly dependent on software systems. However, we also constantly witness the negative impacts of buggy software. Program synthesis aims to improve software correctness by automatically generating the program given an outline of the expected behavior. For decades, program synthesis has been an active research field, with recent approaches looking to incorporate Large Language Models to help generate code. This paper explores the concept of LLM4TDD, where we guide Large Language Models to generate code iteratively using a test-driven development methodology. We conduct an empirical evaluation using ChatGPT and coding problems from LeetCode to investigate the impact of different test, prompt and problem attributes on the efficacy of LLM4TDD.","This paper explores the concept of LLM4TDD, where it is guided to generate code iteratively using a test-driven development methodology, and conducts an empirical evaluation using ChatGPT and coding problems from LeetCode to investigate the impact of different test, prompt and problem attributes on the efficacy of LLTDD."
"Artificial Intelligence in System and Software Engineering for Auto Code Generation","https://scispace.com/paper/artificial-intelligence-in-system-and-software-engineering-dadu7izr50nv","2024","Journal Article","","Anupriya Sharma
Vandna Rawat
Vishan Kumar Gupta
Kapil Ghai","10.1109/iceect61758.2024.10738945","","Artificial Intelligence has profoundly impacted system and software engineering by facilitating the automation of complicated tasks, reducing errors, and accelerating the development process. AI-driven tools help enhance efficiency, improve code quality, and promote the generation of more adaptive and innovative software solutions. The present research uses AI-generated tools to explore how AI transforms code synthesis. The study will include a comparative analysis of the performance of manual coding and other automated methods to explore how AI can accelerate code synthesis and make modern web development more competent or effective. It is suggested in the research that with algorithmic and contextual consideration, the quality of code developed by the AI would be higher in most cases than by people due to lower error rates and shorter synthesis. Overall, the central conclusion of the research is that AI plays a crucial role in transforming systems and software engineering. The paper also includes information on ethical dilemmas, robust validation mechanisms, conservative modes, and current research.","This study explores AI's impact on system and software engineering, using AI-generated tools to compare manual coding with automated methods, finding AI-driven code synthesis to be more efficient, adaptive, and innovative with lower error rates."
"Generative AI for Software Development: A Family of Studies on Code Generation","https://scispace.com/paper/generative-ai-for-software-development-a-family-of-studies-19l9c0q1go","2024","Book Chapter","","Arghavan Moradi Dakhel
Amin Nikanjam
Foutse Khomh
Michel C. Desmarais
Hironori Washizaki","10.1007/978-3-031-55642-5_7","","The rapid advancements in generative artificial intelligence (AI) offer multiple opportunities for its application in various domains, including software engineering (SE). This chapter explores the benefits and challenges of utilizing generative AI for different activities in the software development cycle that involve code generation. We review different approaches leveraging generative AI, either independently or in combination with traditional SE techniques, to complete a diverse set of tasks including feature implementation, generating test cases, and repairing programs. Additionally, we discuss the potential pitfalls of using generative AI to perform such SE tasks, as well as the quality of the code generated by these models. Finally, we explore research opportunities in harnessing generative AI, with a particular emphasis on tasks that require code generation. ","Generative AI holds potential for improving software development tasks involving code generation. It offers benefits such as faster development and reduced errors, but also raises concerns about quality and potential bias. Further research is needed to explore its potential and challenges in various software development tasks."
"Democratizing Code: How GPT and Large Language Models Are Reshaping the Landscape of Software Creation","https://scispace.com/paper/democratizing-code-how-gpt-and-large-language-models-are-10pnouwmwnw2","2024","Journal Article","International journal of scientific research in computer science, engineering and information technology","Prakash Raj Ojha","10.32628/cseit241051031","","This article examines the transformative impact of Generative Pre-trained Transformers (GPT) and Large Language Models (LLMs) on software development practices. Through a comprehensive analysis of current literature and industry applications, we investigate how these AI-driven technologies are revolutionizing code generation, debugging, and overall development workflows. Our findings indicate that GPT and LLMs significantly enhance programmer productivity by automating routine tasks, providing real-time code suggestions, and facilitating rapid prototyping. Moreover, these models demonstrate potential in democratizing software development by lowering entry barriers for non-experts. However, the integration of AI in development processes also raises important ethical considerations and challenges, including potential biases in code generation and the changing nature of programming skills. This research contributes to the growing body of knowledge on AI-assisted software engineering and provides insights into the future trajectory of the field, suggesting that the symbiosis between human developers and AI models will likely define the next era of software development. ","GPT and Large Language Models revolutionize software development by automating tasks, enhancing productivity, and democratizing code creation, but raise concerns about biases and changing programming skills, necessitating a symbiotic relationship between humans and AI in development workflows."
"A Case Study on Test Case Construction with Large Language Models: Unveiling Practical Insights and Challenges","https://scispace.com/paper/a-case-study-on-test-case-construction-with-large-language-irczq1ilxb","2024","Journal Article","","Roberto Lima
Luiz Fernando P. B. Presta
Lucca Santos Borborema
V. Silva
Márcio Dahia
Anderson Carlos Sousa e Santos","10.5753/cibse.2024.28465","https://scispace.compdf/a-case-study-on-test-case-construction-with-large-language-irczq1ilxb.pdf","This study delves into the integration of Large Language Models (LLMs) in test case construction within software engineering, exploring their potential to enhance efficiency and effectiveness in test generation. Leveraging LLMs, known for their sophisticated natural language processing abilities, this research conducts a detailed case study on a representative software application to evaluate the practicality of LLMs in creating detailed and accurate test scenarios. The investigation focuses on the challenges and advantages of LLMs in test case development, assessing their impact on test comprehensiveness, accuracy, and the formulation process. By providing a nuanced understanding of LLMs’ role in software testing, this paper aims to inform practitioners and researchers about their potential and limitations, offering insights into their application in real-world testing environments and their contribution to advancing software testing methodologies. ","A case study exploring the use of Large Language Models in test case construction, focusing on their potential to enhance efficiency and effectiveness in test generation."
"A Tool for Test Case Scenarios Generation Using Large Language Models","https://scispace.com/paper/a-tool-for-test-case-scenarios-generation-using-large-32uvl70be1","2024","Preprint","","Abdul Sami
Zeeshan Rasheed
Muhammad Waseem
Zheying Zhang
Herda Tomas
Pekka Abrahamsson","10.48550/arxiv.2406.07021","https://scispace.compdf/a-tool-for-test-case-scenarios-generation-using-large-32uvl70be1.pdf","Large Language Models (LLMs) are widely used in Software Engineering (SE) for various tasks, including generating code, designing and documenting software, adding code comments, reviewing code, and writing test scripts. However, creating test scripts or automating test cases demands test suite documentation that comprehensively covers functional requirements. Such documentation must enable thorough testing within a constrained scope and timeframe, particularly as requirements and user demands evolve. This article centers on generating user requirements as epics and high-level user stories and crafting test case scenarios based on these stories. It introduces a web-based software tool that employs an LLM-based agent and prompt engineering to automate the generation of test case scenarios against user requirements. ","A tool for generating test case scenarios using LLMs to automate the process of crafting comprehensive test cases based on user requirements."
"Exploring the Role of Large Language Models in Automated Code Review and Software Quality Enhancement","https://scispace.com/paper/exploring-the-role-of-large-language-models-in-automated-oj12sl5rve9s","2023","Journal Article","International Journal of Innovative Research in Science, Engineering and Technology","Gopinath Kathiresan","10.15680/ijirset.2023.1209004","","As the newest, most savvy technology domain, Large Language Models (LLMs) are the technological force which is now revolutionizing Automated Code Review and Software Quality Assurance, making the context aware analysis, adaptive learning, and the intelligent recommendations. However, traditional code review methods are not only time consuming, but also prone to human error and are not scalable. The use of LLMs in software engineering allows for the detection of defects, optimization of performance and the maintenance of improve mental quality. In this study, we examine the path of automated code review, LLM capabilities and the effect they have on software quality. LLMs clearly have great advantages, but accuracy is still a concern, false positives abound, biases lurk, and computation can be a constraint. The research also identifies areas of future advancement on the hybrid AI-human review systems as well as improved LLM architectures that understand the code significantly better for more robust reviews. ","Large Language Models (LLMs) revolutionize Automated Code Review and Software Quality Assurance with context-aware analysis, adaptive learning, and intelligent recommendations, but accuracy concerns, false positives, biases, and computation constraints hinder their full potential."
"The Potential of LLMs in Automating Software Testing: From Generation to
  Reporting","https://scispace.com/paper/the-potential-of-llms-in-automating-software-testing-from-6r8f7i375vyv","2024","Journal Article","","Betim Sherifi
Khaled Slhoub
Fitzroy Nembhard","10.48550/arxiv.2501.00217","https://scispace.compdf/the-potential-of-llms-in-automating-software-testing-from-6r8f7i375vyv.pdf","Having a high quality software is essential in software engineering, which requires robust validation and verification processes during testing activities. Manual testing, while effective, can be time consuming and costly, leading to an increased demand for automated methods. Recent advancements in Large Language Models (LLMs) have significantly influenced software engineering, particularly in areas like requirements analysis, test automation, and debugging. This paper explores an agent-oriented approach to automated software testing, using LLMs to reduce human intervention and enhance testing efficiency. The proposed framework integrates LLMs to generate unit tests, visualize call graphs, and automate test execution and reporting. Evaluations across multiple applications in Python and Java demonstrate the system's high test coverage and efficient operation. This research underscores the potential of LLM-powered agents to streamline software testing workflows while addressing challenges in scalability and accuracy. ","This paper explores an agent-oriented approach to automated software testing using Large Language Models (LLMs) to generate unit tests, visualize call graphs, and automate test execution and reporting, demonstrating high test coverage and efficient operation in Python and Java applications."
"AI-Driven Testing: Unleashing Autonomous Systems for Superior Software Quality Using Generative AI","https://scispace.com/paper/ai-driven-testing-unleashing-autonomous-systems-for-superior-2217de3haxvw","2024","Journal Article","","Mona Helmy
Omar Sobhy
Farida ElHusseiny","10.1109/itc-egypt61547.2024.10620598","","In software development, achieving comprehensive code coverage is imperative for ensuring the reliability and robustness of programs. This paper presents a novel approach to attaining between 80% and 100% code coverage in C programs by leveraging Large Language Models (LLMS) for test case generation and subsequently measuring the coverage using the GCOV tool. The methodology outlined in this research harnesses the capabilities of LLMS, such as GPT-3.5-turbo, Code llama, and llama-2 to autonomously generate diverse and complex test cases tailored to the intricacies of C code. Through empirical experimentation and case studies, we demonstrate the feasibility and efficacy of our approach in achieving from 80%-100% code coverage in a variety of C programs across different domains. Furthermore, we discuss the implications of our methodology in enhancing software quality, reducing the likelihood of undiscovered defects, and ultimately improving the reliability and maintainability of C codebases.","This paper presents a novel AI-driven approach to achieve 80-100% code coverage in C programs using Large Language Models (LLMs) for test case generation, demonstrating feasibility and efficacy through empirical experimentation and case studies."
"The Transformative Influence of Large Language Models on Software Development","https://scispace.com/paper/the-transformative-influence-of-large-language-models-on-5c93azd5f9","2023","Journal Article","arXiv.org","Sajed Jalil","10.48550/arxiv.2311.16429","https://scispace.compdf/the-transformative-influence-of-large-language-models-on-5c93azd5f9.pdf","The increasing adoption and commercialization of generalized Large Language Models (LLMs) have profoundly impacted various aspects of our daily lives. Initially embraced by the computer science community, the versatility of LLMs has found its way into diverse domains. In particular, the software engineering realm has witnessed the most transformative changes. With LLMs increasingly serving as AI Pair Programming Assistants spurred the development of specialized models aimed at aiding software engineers. Although this new paradigm offers numerous advantages, it also presents critical challenges and open problems. To identify the potential and prevailing obstacles, we systematically reviewed contemporary scholarly publications, emphasizing the perspectives of software developers and usability concerns. Preliminary findings underscore pressing concerns about data privacy, bias, and misinformation. Additionally, we identified several usability challenges, including prompt engineering, increased cognitive demands, and mistrust. Finally, we introduce 12 open problems that we have identified through our survey, covering these various domains.","To identify the potential and prevailing obstacles, a systematically reviewed contemporary scholarly publications, emphasizing the perspectives of software developers and usability concerns, and identified several usability challenges, including prompt engineering, increased cognitive demands, and mistrust."
"A Case Study on Test Case Construction with Large Language Models: Unveiling Practical Insights and Challenges","https://scispace.com/paper/a-case-study-on-test-case-construction-with-large-language-1t3adub9lf","2023","Journal Article","arXiv.org","Roberto Francisco de Lima Junior
Luiz Fernando Paes de Barros Presta
Lucca Santos Borborema
Vanderson Nogueira da Silva
Marcio Leal de Melo Dahia
Anderson Carlos Sousa e Santos","10.48550/arxiv.2312.12598","","This paper presents a detailed case study examining the application of Large Language Models (LLMs) in the construction of test cases within the context of software engineering. LLMs, characterized by their advanced natural language processing capabilities, are increasingly garnering attention as tools to automate and enhance various aspects of the software development life cycle. Leveraging a case study methodology, we systematically explore the integration of LLMs in the test case construction process, aiming to shed light on their practical efficacy, challenges encountered, and implications for software quality assurance. The study encompasses the selection of a representative software application, the formulation of test case construction methodologies employing LLMs, and the subsequent evaluation of outcomes. Through a blend of qualitative and quantitative analyses, this study assesses the impact of LLMs on test case comprehensiveness, accuracy, and efficiency. Additionally, delves into challenges such as model interpretability and adaptation to diverse software contexts. The findings from this case study contributes with nuanced insights into the practical utility of LLMs in the domain of test case construction, elucidating their potential benefits and limitations. By addressing real-world scenarios and complexities, this research aims to inform software practitioners and researchers alike about the tangible implications of incorporating LLMs into the software testing landscape, fostering a more comprehensive understanding of their role in optimizing the software development process.","This research aims to inform software practitioners and researchers alike about the tangible implications of incorporating LLMs into the software testing landscape, fostering a more comprehensive understanding of their role in optimizing the software development process."
"Quality Assurance for LLM-Generated Test Cases: A Systematic Literature Review","https://scispace.com/paper/quality-assurance-for-llm-generated-test-cases-a-systematic-4aqe98j7it1p","2024","Journal Article","","Hasali Edirisinghe
Dilani Wickramaarachchi","10.1109/slaai-icai63667.2024.10844968","","The rapid advancements in artificial intelligence have transformed software testing, with Large Language Models (LLMs) emerging as powerful tools for automating test case generation. This paper explores Quality Assurance (QA) for LLM-generated test cases in black-box testing through a systematic literature review. Though LLMs are increasingly used for test case generation, challenges in ensuring their quality remain. Following PRISMA guidelines, relevant studies were selected from databases focusing on critical quality attributes, QA frameworks, metrics, and challenges. LLMs demonstrate high efficiency but face numerous issues. A recommendation for future research is given on addressing standardized metrics and improving human-AI collaboration for enhanced testing outcomes.","This systematic literature review explores Quality Assurance for Large Language Model (LLM)-generated test cases, highlighting challenges in ensuring quality, efficiency, and human-AI collaboration in black-box testing, with recommendations for future research on standardized metrics and collaboration."
"Unit Test Generation Using Large Language Models: A Systematic Literature Review","https://scispace.com/paper/unit-test-generation-using-large-language-models-a-3z8x4culm7","2024","Journal Article","Vilnius University open series","Dovydas Marius Zapkus
Asta Slotkiene","10.15388/lmitt.2024.20","","Unit testing is a fundamental aspect of software development, ensuring the correctness and robustness of code implementations. Traditionally, unit tests are manually crafted by developers based on their understanding of the code and its requirements. However, this process can be time-consuming, errorprone, and may overlook certain edge cases. In recent years, there has been growing interest in leveraging large language models (LLMs) for automating the generation of unit tests. LLMs, such as GPT (Generative Pre-trained Transformer), CodeT5, StarCoder, LLaMA, have demonstrated remarkable capabilities in natural language understanding and code generation tasks. By using LLMs, researchers aim to develop techniques that automatically generate unit tests from code snippets or specifications, thus optimizing the software testing process. This paper presents a literature review of articles that use LLMs for unit test generation tasks. It also discusses the history of the most commonly used large language models and their parameters, including the first time they have been used for code generation tasks. The result of this study presents the large language models for code and unit test generation tasks and their increasing popularity in code generation domain, indicating a great promise for the future of unit test generation using LLMs.","Unit test generation using LLMs is a promising field that aims to automate the process of writing unit tests. LLMs have shown potential in generating unit tests from code snippets or specifications."
