Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
AI-Driven Testing: Unleashing Autonomous Systems for Superior Software Quality Using Generative AI,"- **Relevance Score:** 36/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses multiple LLMs to generate test cases, targeting 80‑100% coverage, but lacks explicit multi‑source merging, conflict handling, or draft‑refinement mechanisms.",https://scispace.com/paper/ai-driven-testing-unleashing-autonomous-systems-for-superior-2217de3haxvw,2024,Journal Article,"","Mona Helmy
Omar Sobhy
Farida ElHusseiny",10.1109/itc-egypt61547.2024.10620598,"","In software development, achieving comprehensive code coverage is imperative for ensuring the reliability and robustness of programs. This paper presents a novel approach to attaining between 80% and 100% code coverage in C programs by leveraging Large Language Models (LLMS) for test case generation and subsequently measuring the coverage using the GCOV tool. The methodology outlined in this research harnesses the capabilities of LLMS, such as GPT-3.5-turbo, Code llama, and llama-2 to autonomously generate diverse and complex test cases tailored to the intricacies of C code. Through empirical experimentation and case studies, we demonstrate the feasibility and efficacy of our approach in achieving from 80%-100% code coverage in a variety of C programs across different domains. Furthermore, we discuss the implications of our methodology in enhancing software quality, reducing the likelihood of undiscovered defects, and ultimately improving the reliability and maintainability of C codebases."
"The Fusion of Large Language Models and Formal Methods for Trustworthy
  AI Agents: A Roadmap","- **Relevance Score:** 36/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Ensures generated code meets formal properties, preserving intent. Mentions combining LLM output with various formal tools, but lacks explicit multi‑source fusion, conflict handling, or multi‑draft LLM refinement.",https://scispace.com/paper/the-fusion-of-large-language-models-and-formal-methods-for-69760tmemcej,2024,Journal Article,"","Yedi Zhang
Yufan Cai
Xinyue Zuo
Xiaokun Luan
Kailong Wang
Zhe Hou
Yifan Zhang
Zhiyuan Wei
Meng Sun
Jun Sun
Jing Sun
Jin Song Dong",10.48550/arxiv.2412.06512,https://scispace.compdf/the-fusion-of-large-language-models-and-formal-methods-for-69760tmemcej.pdf,"Large Language Models (LLMs) have emerged as a transformative AI paradigm, profoundly influencing daily life through their exceptional language understanding and contextual generation capabilities. Despite their remarkable performance, LLMs face a critical challenge: the propensity to produce unreliable outputs due to the inherent limitations of their learning-based nature. Formal methods (FMs), on the other hand, are a well-established computation paradigm that provides mathematically rigorous techniques for modeling, specifying, and verifying the correctness of systems. FMs have been extensively applied in mission-critical software engineering, embedded systems, and cybersecurity. However, the primary challenge impeding the deployment of FMs in real-world settings lies in their steep learning curves, the absence of user-friendly interfaces, and issues with efficiency and adaptability. This position paper outlines a roadmap for advancing the next generation of trustworthy AI systems by leveraging the mutual enhancement of LLMs and FMs. First, we illustrate how FMs, including reasoning and certification techniques, can help LLMs generate more reliable and formally certified outputs. Subsequently, we highlight how the advanced learning capabilities and adaptability of LLMs can significantly enhance the usability, efficiency, and scalability of existing FM tools. Finally, we show that unifying these two computation paradigms -- integrating the flexibility and intelligence of LLMs with the rigorous reasoning abilities of FMs -- has transformative potential for the development of trustworthy AI software systems. We acknowledge that this integration has the potential to enhance both the trustworthiness and efficiency of software engineering practices while fostering the development of intelligent FM tools capable of addressing complex yet real-world challenges. "
Test-driven multi-task learning with functionally equivalent code transformation for neural code generation,"- **Relevance Score:** 36/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Ensures generated code retains functional intent via test‑driven discrimination; uses multiple transformed code variants as training inputs, but lacks explicit multi‑source synthesis, conflict handling, or LLM‑based draft refinement.",https://scispace.com/paper/test-driven-multi-task-learning-with-functionally-equivalent-2a8qeyrs,2022,Proceedings Article,International Conference on Automated Software Engineering,"Xin Wang
Xiao Xiao Liu
Pingyi Zhou
Qixia Liu
Jin Liu
Hao Wu
Xiao-bin Cui",10.1145/3551349.3559549,"","Automated code generation is a longstanding challenge in both communities of software engineering and artificial intelligence. Currently, some works have started to investigate the functional correctness of code generation, where a code snippet is considered correct if it passes a set of test cases. However, most existing works still model code generation as text generation without considering program-specific information, such as functionally equivalent code snippets and test execution feedback. To address the above limitations, this paper proposes a method combining program analysis with deep learning for neural code generation, where functionally equivalent code snippets and test execution feedback will be considered at the training stage. Concretely, we firstly design several code transformation heuristics to produce different variants of the code snippet satisfying the same functionality. In addition, we employ the test execution feedback and design a test-driven discriminative task to train a novel discriminator, aiming to let the model distinguish whether the generated code is correct or not. The preliminary results on a newly published dataset demonstrate the effectiveness of our proposed framework for code generation. Particularly, in terms of the pass@1 metric, we achieve 8.81 and 11.53 gains compared with CodeGPT and CodeT5, respectively."
Program Synthesis via Test-Time Transduction,"- **Relevance Score:** 33/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Ensures functional correctness by discarding hypotheses inconsistent with LLM-predicted outputs; resolves conflicts via hypothesis elimination; does not combine multiple drafts or sources.",https://scispace.com/paper/http://arxiv.org/abs/2509.17393v3,2025,Preprint,"","Kang-il Lee
Jahyun Koo
Seunghyun Yoon
Minbeom Kim
Hyukhun Koh
Dongryeol Lee
Kyomin Jung","",http://arxiv.org/pdf/2509.17393v3,"We introduce transductive program synthesis, a new formulation of the program
synthesis task that explicitly leverages test inputs during synthesis. While
prior approaches to program synthesis--whether based on natural language
descriptions or input-output examples--typically aim to generalize from
training examples, they often struggle with robustness, especially in
real-world settings where training examples are limited and test inputs involve
various edge cases. To address this, we propose a novel framework that improves
robustness by treating synthesis as an active learning over a finite hypothesis
class defined by programs' outputs. We use an LLM to predict outputs for
selected test inputs and eliminate inconsistent hypotheses, where the inputs
are chosen via a greedy maximin algorithm to minimize the number of LLM queries
required. We evaluate our approach on four benchmarks: Playgol, MBPP+, 1D-ARC,
and programmatic world modeling on MiniGrid. We demonstrate that our method
significantly improves program synthesis in both accuracy and efficiency. We
release our code at https://github.com/klee972/SYNTRA."
A Case Study on Test Case Construction with Large Language Models: Unveiling Practical Insights and Challenges,"- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Shows LLM‑driven test case generation using specification prompts, combining model output with human‑crafted templates, but lacks explicit multi‑source merging, conflict handling, or benchmark evaluation.",https://scispace.com/paper/a-case-study-on-test-case-construction-with-large-language-irczq1ilxb,2024,Journal Article,"","Roberto Lima
Luiz Fernando P. B. Presta
Lucca Santos Borborema
V. Silva
Márcio Dahia
Anderson Carlos Sousa e Santos",10.5753/cibse.2024.28465,https://scispace.compdf/a-case-study-on-test-case-construction-with-large-language-irczq1ilxb.pdf,"This study delves into the integration of Large Language Models (LLMs) in test case construction within software engineering, exploring their potential to enhance efficiency and effectiveness in test generation. Leveraging LLMs, known for their sophisticated natural language processing abilities, this research conducts a detailed case study on a representative software application to evaluate the practicality of LLMs in creating detailed and accurate test scenarios. The investigation focuses on the challenges and advantages of LLMs in test case development, assessing their impact on test comprehensiveness, accuracy, and the formulation process. By providing a nuanced understanding of LLMs’ role in software testing, this paper aims to inform practitioners and researchers about their potential and limitations, offering insights into their application in real-world testing environments and their contribution to advancing software testing methodologies. "
Improving the learning of code review successive tasks with cross-task knowledge distillation,"- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Combines three code‑review tasks via cross‑task distillation, improving comment generation and refinement, but lacks explicit multi‑source aggregation, intent‑preserving guarantees, conflict handling, or multi‑draft LLM refinement.",https://scispace.com/paper/improving-the-learning-of-code-review-successive-tasks-with-46qiohgphc,2024,Journal Article,arXiv.org,"Oussama Ben Sghaier
Houari Sahraoui",10.48550/arxiv.2402.02063,https://dl.acm.org/doi/pdf/10.1145/3643775,"Code review is a fundamental process in software development that plays a pivotal role in ensuring code quality and reducing the likelihood of errors and bugs. However, code review can be complex, subjective, and time-consuming. Quality estimation, comment generation, and code refinement constitute the three key tasks of this process, and their automation has traditionally been addressed separately in the literature using different approaches. In particular, recent efforts have focused on fine-tuning pre-trained language models to aid in code review tasks, with each task being considered in isolation. We believe that these tasks are interconnected, and their fine-tuning should consider this interconnection. In this paper, we introduce a novel deep-learning architecture, named DISCOREV, which employs cross-task knowledge distillation to address these tasks simultaneously. In our approach, we utilize a cascade of models to enhance both comment generation and code refinement models. The fine-tuning of the comment generation model is guided by the code refinement model, while the fine-tuning of the code refinement model is guided by the quality estimation model. We implement this guidance using two strategies: a feedback-based learning objective and an embedding alignment objective. We evaluate DISCOREV by comparing it to state-of-the-art methods based on independent training and fine-tuning. Our results show that our approach generates better review comments, as measured by the BLEU score, as well as more accurate code refinement according to the CodeBLEU score"
A Case Study on Test Case Construction with Large Language Models: Unveiling Practical Insights and Challenges,"- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses LLM prompts and templates to generate test cases, hinting at multi-source input and intent preservation, but lacks explicit multi‑draft refinement, conflict handling, benchmark tests, or theory.",https://scispace.com/paper/a-case-study-on-test-case-construction-with-large-language-irczq1ilxb,2024,Journal Article,"","Roberto Lima
Luiz Fernando P. B. Presta
Lucca Santos Borborema
V. Silva
Márcio Dahia
Anderson Carlos Sousa e Santos",10.5753/cibse.2024.28465,https://scispace.compdf/a-case-study-on-test-case-construction-with-large-language-irczq1ilxb.pdf,"This study delves into the integration of Large Language Models (LLMs) in test case construction within software engineering, exploring their potential to enhance efficiency and effectiveness in test generation. Leveraging LLMs, known for their sophisticated natural language processing abilities, this research conducts a detailed case study on a representative software application to evaluate the practicality of LLMs in creating detailed and accurate test scenarios. The investigation focuses on the challenges and advantages of LLMs in test case development, assessing their impact on test comprehensiveness, accuracy, and the formulation process. By providing a nuanced understanding of LLMs’ role in software testing, this paper aims to inform practitioners and researchers about their potential and limitations, offering insights into their application in real-world testing environments and their contribution to advancing software testing methodologies. "
Automatic Unit Test Data Generation and Actor-Critic Reinforcement Learning for Code Synthesis,"- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on RL‑driven code synthesis with unit‑test rewards, preserving functional intent but lacks multi‑source merging, conflict handling, or LLM‑draft refinement; limited benchmark evaluation.",https://scispace.com/paper/automatic-unit-test-data-generation-and-actor-critic-305wdklha4,2023,Journal Article,"","Philip John Gorinski
Matthieu Zimmer
Γεράσιμος Λάμπουρας
Derrick Goh Xin Deik
Ignacio Iacobacci",10.18653/v1/2023.findings-emnlp.28,https://scispace.compdf/automatic-unit-test-data-generation-and-actor-critic-305wdklha4.pdf,"The advent of large pre-trained language models in the domain of Code Synthesis has shown remarkable performance on various benchmarks, treating the problem of Code Generation in a fashion similar to Natural Language Generation, trained with a Language Modelling (LM) objective. In addition, the property of programming language code being precisely evaluable with respect to its semantics – through the use of Unit Tests to check its functional correctness – lends itself to using Reinforcement Learning (RL) as a further training paradigm. Previous work has shown that RL can be applied as such to improve models’ coding capabilities; however, such RL-based methods rely on a reward signal based on defined Unit Tests, which are much harder to obtain compared to the huge crawled code datasets used in LM objectives. In this work, we present a novel approach to automatically obtain data consisting of function signatures and associated Unit Tests, suitable for RL training of Code Synthesis models. We also introduce a straightforward, simple yet effective Actor-Critic RL training scheme and show that it, in conjunction with automatically generated training data, leads to improvement of a pre-trained code language model’s performance by up to 9.9% improvement over the original underlying code synthesis LM, and up to 4.3% over RL-based models trained with standard PPO or CodeRL. "
Towards Automated Verification of LLM-Synthesized C Programs,"- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLM to generate C programs from specs and verifies them, preserving intent; lacks multi-source merging, conflict resolution, or multi-draft refinement; evaluates on synthesis benchmarks.",https://scispace.com/paper/towards-automated-verification-of-llm-synthesized-c-programs-6ebaeaznwlto,2024,Journal Article,"","Prasita Mukherjee
Benjamin Delaware",10.48550/arxiv.2410.14835,https://scispace.compdf/towards-automated-verification-of-llm-synthesized-c-programs-6ebaeaznwlto.pdf,"We present \synver{}, a novel synthesis and verification framework for C programs, that deploys a Large Language Model (LLM) to search for a candidate program that satisfies the given specification. Our key idea is to impose syntactic and semantic biases on programs generated by LLMs, such that the synthesized program is more amenable to automated verification. Based on this idea, we propose a novel specification-verification tool, built on top of Verified Software Toolchain, that help automate the process. Our experiments on a diverse set of benchmarks drawn from the deductive program synthesis community, shows that this approach is scalable and extensible. The benchmarks constitute of specifications comprising of basic coding examples, Separation Logic based assertions, and API specifications. "
"Self-Improving Language Models for Evolutionary Program Synthesis: A
  Case Study on ARC-AGI","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses evolutionary search with LLM sampling to iteratively improve programs, preserving task correctness but without explicit multi‑source merging or conflict handling; LLM refines candidates generated across iterations.",https://scispace.com/paper/http://arxiv.org/abs/2507.14172v1,2025,Preprint,"","Julien Pourcel
Cédric Colas
Pierre-Yves Oudeyer","",http://arxiv.org/pdf/2507.14172v1,"Many program synthesis tasks prove too challenging for even state-of-the-art
language models to solve in single attempts. Search-based evolutionary methods
offer a promising alternative by exploring solution spaces iteratively, but
their effectiveness remain limited by the fixed capabilities of the underlying
generative model.
  We propose SOAR, a method that learns program synthesis by integrating
language models into a self-improving evolutionary loop.
  SOAR alternates between (1) an evolutionary search that uses an LLM to sample
and refine candidate solutions, and (2) a hindsight learning phase that
converts search attempts into valid problem-solution pairs used to fine-tune
the LLM's sampling and refinement capabilities\, -- \,enabling increasingly
effective search in subsequent iterations.
  On the challenging ARC-AGI benchmark, SOAR achieves significant performance
gains across model scales and iterations, leveraging positive transfer between
the sampling and refinement finetuning tasks. These improvements carry over to
test-time adaptation, enabling SOAR to solve 52\% of the public test set. Our
code is open-sourced at: https://github.com/flowersteam/SOAR"
Creating Thorough Tests for AI-Generated Code is Hard,"- **Relevance Score:** 20/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Evaluates test suites for LLM‑generated code and offers empirical insights, but lacks multi‑source synthesis, conflict handling, or LLM‑based refinement mechanisms.",https://scispace.com/paper/creating-thorough-tests-for-ai-generated-code-is-hard-2uzrsoyb7m,2023,Journal Article,"","Shreya Singhal
Viraj Kumar",10.1145/3627217.3627238,"","Before implementing a function, programmers are encouraged to write a suite of test cases that specify its intended behaviour on several inputs. A suite of tests is thorough if any buggy implementation fails at least one of these tests. We posit that as the proportion of code generated by Large Language Models (LLMs) grows, so must the ability of students to create test suites that are thorough enough to detect subtle bugs in such code. Our paper makes two contributions. First, we demonstrate how difficult it can be to create thorough tests for LLM-generated code by evaluating 27 test suites from a public dataset (EvalPlus). Second, by identifying deficiencies in these test suites, we propose strategies for improving the ability of students to develop thorough test suites for LLM-generated code."
A new approach for automatic test case generation from use case diagram using LLMs and prompt engineering,"- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Ensures test cases reflect use‑case intent and coverage via LLM prompts, but lacks multi‑source synthesis, conflict handling, draft refinement, or benchmark evaluation.",https://scispace.com/paper/a-new-approach-for-automatic-test-case-generation-from-use-71hnb5l1b5fq,2024,Proceedings Article,"","Lahbib Naimi
El Mahi Bouziane
Mohamed Manaouch
Abdeslam Jakim",10.1109/iccsc62074.2024.10616548,"","The automation of test case generation from UML diagrams is a growing field that aims to make the software development process smoother. This paper suggests a new framework that uses generative artificial intelligence (AI) to turn use case diagrams into test cases that can be executed. By getting information from the XML representation of use case diagrams, we can create detailed instructions that guide a generative AI model to make test cases for each use case scenario. This method not only makes test case creation easier but also ensures we cover everything well and accurately, which could make software products get to market faster. this approach shows how traditional software engineering methods and new AI techniques can work well together, giving us an idea of what automated software testing might look like in the future."
Large Language Models are Few-shot Testers: Exploring LLM-based General Bug Reproduction,"- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLM to generate tests from single bug reports, preserving reported behavior; lacks multiple input sources, conflict handling, or multi‑draft refinement.",https://scispace.com/paper/large-language-models-are-few-shot-testers-exploring-llm-3g7t5qe60b,2023,Journal Article,"","Sungmin Kang
Juyeon Yoon
Shin Yoo",10.1109/icse48619.2023.00194,https://scispace.compdf/large-language-models-are-few-shot-testers-exploring-llm-3g7t5qe60b.pdf,"Many automated test generation techniques have been developed to aid developers with writing tests. To facilitate full automation, most existing techniques aim to either increase coverage, or generate exploratory inputs. However, existing test generation techniques largely fall short of achieving more semantic objectives, such as generating tests to reproduce a given bug report. Reproducing bugs is nonetheless important, as our empirical study shows that the number of tests added in open source repositories due to issues was about 28% of the corresponding project test suite size. Meanwhile, due to the difficulties of transforming the expected program semantics in bug reports into test oracles, existing failure reproduction techniques tend to deal exclusively with program crashes, a small subset of all bug reports. To automate test generation from general bug reports, we propose Libro, a framework that uses Large Language Models (LLMs), which have been shown to be capable of performing code-related tasks. Since LLMs themselves cannot execute the target buggy code, we focus on post-processing steps that help us discern when LLMs are effective, and rank the produced tests according to their validity. Our evaluation of Libro shows that, on the widely studied Defects4J benchmark, Libro can generate failure reproducing test cases for 33% of all studied cases (251 out of 750), while suggesting a bug reproducing test in first place for 149 bugs. To mitigate data contamination (i.e., the possibility of the LLM simply remembering the test code either partially or in whole), we also evaluate Libro against 31 bug reports submitted after the collection of the LLM training data terminated: Libro produces bug reproducing tests for 32% of the studied bug reports. Overall, our results show Libro has the potential to significantly enhance developer efficiency by automatically generating tests from bug reports. "
Test-driven development and llm-based code generation,"- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Ensures functional intent by using test‑driven validation of LLM‑generated code; does not combine multiple sources, resolve conflicts, or refine multiple drafts.",https://scispace.com/paper/test-driven-development-and-llm-based-code-generation-4dnmdhdo3d14,2024,Proceedings Article,"","Noble Saji Mathews
Mei Nagappan",10.1145/3691620.3695527,"",""
N-Version Assessment and Enhancement of Generative AI,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multiple AI‑generated code versions for comparative evaluation, but does not fuse artifacts, preserve intent, resolve conflicts, or perform LLM‑based refinement.",https://scispace.com/paper/n-version-assessment-and-enhancement-of-generative-ai-1ozj5elgkpqq,2024,Journal Article,IEEE Software,"Marcus Kessel
Colin Atkinson",10.1109/ms.2024.3469388,https://scispace.compdf/n-version-assessment-and-enhancement-of-generative-ai-1ozj5elgkpqq.pdf,"Generative AI (GAI) holds great potential to improve software engineering productivity, but its untrustworthy outputs, particularly in code synthesis, pose significant challenges. The need for extensive verification and validation (V&V) of GAI-generated artifacts may undermine the potential productivity gains. This paper proposes a way of mitigating these risks by exploiting GAI's ability to generate multiple versions of code and tests to facilitate comparative analysis across versions. Rather than relying on the quality of a single test or code module, this ""differential GAI"" (D-GAI) approach promotes more reliable quality evaluation through version diversity. We introduce the Large-Scale Software Observatorium (LASSO), a platform that supports D-GAI by executing and analyzing large sets of code versions and tests. We discuss how LASSO enables rigorous evaluation of GAI-generated artifacts and propose its application in both software development and GAI research. "
Improving the Learning of Code Review Successive Tasks with Cross-Task Knowledge Distillation,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Preserves intent via quality‑estimation guided refinement; offers practical distillation strategies but lacks explicit multi‑source synthesis, conflict handling, multi‑draft LLM refinement, and standard benchmark tests.",https://scispace.com/paper/improving-the-learning-of-code-review-successive-tasks-with-46qiohgphc,2024,Journal Article,arXiv.org,"Oussama Ben Sghaier
Houari Sahraoui",10.48550/arxiv.2402.02063,"","Code review is a fundamental process in software development that plays a pivotal role in ensuring code quality and reducing the likelihood of errors and bugs. However, code review can be complex, subjective, and time-consuming. Quality estimation, comment generation, and code refinement constitute the three key tasks of this process, and their automation has traditionally been addressed separately in the literature using different approaches. In particular, recent efforts have focused on fine-tuning pre-trained language models to aid in code review tasks, with each task being considered in isolation. We believe that these tasks are interconnected, and their fine-tuning should consider this interconnection. In this paper, we introduce a novel deep-learning architecture, named DISCOREV, which employs cross-task knowledge distillation to address these tasks simultaneously. In our approach, we utilize a cascade of models to enhance both comment generation and code refinement models. The fine-tuning of the comment generation model is guided by the code refinement model, while the fine-tuning of the code refinement model is guided by the quality estimation model. We implement this guidance using two strategies: a feedback-based learning objective and an embedding alignment objective. We evaluate DISCOREV by comparing it to state-of-the-art methods based on independent training and fine-tuning. Our results show that our approach generates better review comments, as measured by the BLEU score, as well as more accurate code refinement according to the CodeBLEU score"
FIXR: Mining and Understanding Bug Fixes to Address Application Framework Protocol Defects,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Aggregates many bug-fix examples to infer protocol defect patterns, enabling automated fix suggestions; however, it does not explicitly preserve original test intent, resolve input conflicts, or use LLMs.",https://scispace.com/paper/fixr-mining-and-understanding-bug-fixes-to-address-2f1854bx58,2020,"","","Bor-Yuh E Chang
Pavol Cern
Kenneth M. Anderson
Sriram Sankaranarayanan
Tom Yeh
Sergio Mover","",https://scispace.com/pdf/fixr-mining-and-understanding-bug-fixes-to-address-2f1854bx58.pdf,framework models
Automatic Programming: Large Language Models and Beyond,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses code generation from specs, examples, and NL, but lacks explicit multi‑source combination, intent preservation, conflict handling, or LLM‑driven multi‑draft refinement.",https://scispace.com/paper/automatic-programming-large-language-models-and-beyond-3uk39gqw7d,2024,Preprint,"","Michael R. Lyu
Baishakhi Ray
Abhik Roychoudhury
Shin Hwei Tan
Patanamon Thongtanunam",10.48550/arxiv.2405.02213,https://scispace.compdf/automatic-programming-large-language-models-and-beyond-3uk39gqw7d.pdf,"Automatic programming has seen increasing popularity due to the emergence of tools like GitHub Copilot which rely on Large Language Models (LLMs). At the same time, automatically generated code faces challenges during deployment due to concerns around quality and trust. In this article, we study automated coding in a general sense and study the concerns around code quality, security and related issues of programmer responsibility. These are key issues for organizations while deciding on the usage of automatically generated code. We discuss how advances in software engineering such as program repair and analysis can enable automatic programming. We conclude with a forward looking view, focusing on the programming environment of the near future, where programmers may need to switch to different roles to fully utilize the power of automatic programming. Automated repair of automatically generated programs from LLMs, can help produce higher assurance code from LLMs, along with evidence of assurance "
“No Free Lunch” when using Large Language Models to Verify Self-Generated Programs,"- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a single LLM to generate code and its own tests, so no multi‑source aggregation or conflict handling. Evaluates whether generated tests preserve intended functionality, offering limited relevance to intent preservation.",https://scispace.com/paper/no-free-lunch-when-using-large-language-models-to-verify-4k5ey5lc6cs0,2024,Journal Article,"","Sol Zilberman
H. C. Betty Cheng",10.1109/icstw60967.2024.00018,"","Large Language Models (LLMs) have shown great success in a wide range of text-generation tasks including the synthesis of code from natural language descriptions. As LLMbased techniques continue to grow in popularity, especially amongst entry-level developers, LLM-generated code has the potential to be deployed in a diverse set of application domains. While LLMs can generate syntactically correct code output, recent work has shown the presence of nonsensical and faulty reasoning in LLM-generated text. As such, overreliance on LLMs for software generation may potentially result in the deployment of faulty software leading to critical system failures. This study explores the capabilities of a single LLM to generate both software and corresponding test suites from the same initial program descriptions, which can be considered analogous to an individual developer coding and unit testing for a given piece of software. We present an empirical framework and evaluation methodology to assess the usefulness of LLM-generated test cases for verifying programs generated by the same LLM. Our findings indicate that LLMs frequently generate irrelevant tests that suffer from numerous quality concerns."
"APRIL: API Synthesis with Automatic Prompt Optimization and
  Reinforcement Learning","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses verifiable rewards to enforce functional correctness, loosely aligning with intent preservation, but lacks multi-source inputs, conflict handling, draft refinement, benchmark evaluation, or theoretical analysis.",https://scispace.com/paper/http://arxiv.org/abs/2509.25196v1,2025,Preprint,"","Hua Zhong
Shan Jiang
Sarfraz Khurshid","",http://arxiv.org/pdf/2509.25196v1,"APIs are central to modern software development, yet composing new APIs from
large libraries is difficult due to the exponential search space; traditional
component-based synthesis relies on costly exploration and hand-crafted
specifications. While large language models (LLMs) can generate implementations
from natural language, hallucinations and limited access to up-to-date
contextual information often yield incorrect code. In this paper, we present
APRIL, an approach that combines LLM-based synthesis with Automatic Prompt
Optimization (APO) and Reinforcement Learning from Verifiable Rewards (RLVR):
APO iteratively refines prompts for a frozen model, while RLVR fine-tunes the
policy toward functional correctness, producing an efficient synthesis
pipeline. Evaluated on 81 real-world APIs from widely used scientific Python
libraries and benchmarked against instruction-tuned but unfine-tuned LLMs
guided by expert prompts, APRIL achieves substantial improvements. These
results indicate that integrating APO and RLVR provides a robust, scalable path
for component-based API synthesis in large libraries."
A Case Study on Test Case Construction with Large Language Models: Unveiling Practical Insights and Challenges,"- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs to generate test cases, but does not combine multiple sources, resolve conflicts, or refine from several drafts; only loosely addresses intent preservation through evaluation of coverage and accuracy.",https://scispace.com/paper/a-case-study-on-test-case-construction-with-large-language-1t3adub9lf,2023,Journal Article,arXiv.org,"Roberto Francisco de Lima Junior
Luiz Fernando Paes de Barros Presta
Lucca Santos Borborema
Vanderson Nogueira da Silva
Marcio Leal de Melo Dahia
Anderson Carlos Sousa e Santos",10.48550/arxiv.2312.12598,"","This paper presents a detailed case study examining the application of Large Language Models (LLMs) in the construction of test cases within the context of software engineering. LLMs, characterized by their advanced natural language processing capabilities, are increasingly garnering attention as tools to automate and enhance various aspects of the software development life cycle. Leveraging a case study methodology, we systematically explore the integration of LLMs in the test case construction process, aiming to shed light on their practical efficacy, challenges encountered, and implications for software quality assurance. The study encompasses the selection of a representative software application, the formulation of test case construction methodologies employing LLMs, and the subsequent evaluation of outcomes. Through a blend of qualitative and quantitative analyses, this study assesses the impact of LLMs on test case comprehensiveness, accuracy, and efficiency. Additionally, delves into challenges such as model interpretability and adaptation to diverse software contexts. The findings from this case study contributes with nuanced insights into the practical utility of LLMs in the domain of test case construction, elucidating their potential benefits and limitations. By addressing real-world scenarios and complexities, this research aims to inform software practitioners and researchers alike about the tangible implications of incorporating LLMs into the software testing landscape, fostering a more comprehensive understanding of their role in optimizing the software development process."
