Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
Evaluating and Improving ChatGPT for Unit Test Generation,"- **Relevance Score:** 38/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Shows ChatGPT-based unit test generation with measurable quality gains and a developer user study, but does not employ role‑based or adversarial prompting strategies.",https://scispace.com/paper/evaluating-and-improving-chatgpt-for-unit-test-generation-1k60aqfjsf,2024,Journal Article,"","Zhiqiang Yuan
Mingwei Liu
Shoucheng Ding
Kaixin Wang
Y. Chen
Xin Peng
Yiling Lou",10.1145/3660783,"","Unit testing plays an essential role in detecting bugs in functionally-discrete program units (e.g., methods). Manually writing high-quality unit tests is time-consuming and laborious. Although the traditional techniques are able to generate tests with reasonable coverage, they are shown to exhibit low readability and still cannot be directly adopted by developers in practice. Recent work has shown the large potential of large language models (LLMs) in unit test generation. By being pre-trained on a massive developer-written code corpus, the models are capable of generating more human-like and meaningful test code. In this work, we perform the first empirical study to evaluate the capability of ChatGPT (i.e., one of the most representative LLMs with outstanding performance in code generation and comprehension) in unit test generation. In particular, we conduct both a quantitative analysis and a user study to systematically investigate the quality of its generated tests in terms of correctness, sufficiency, readability, and usability. We find that the tests generated by ChatGPT still suffer from correctness issues, including diverse compilation errors and execution failures (mostly caused by incorrect assertions); but the passing tests generated by ChatGPT almost resemble manually-written tests by achieving comparable coverage, readability, and even sometimes developers' preference. Our findings indicate that generating unit tests with ChatGPT could be very promising if the correctness of its generated tests could be further improved. Inspired by our findings above, we further propose ChatTester, a novel ChatGPT-based unit test generation approach, which leverages ChatGPT itself to improve the quality of its generated tests. ChatTester incorporates an initial test generator and an iterative test refiner. Our evaluation demonstrates the effectiveness of ChatTester by generating 34.3% more compilable tests and 18.7% more tests with correct assertions than the default ChatGPT. In addition to ChatGPT, we further investigate the generalization capabilities of ChatTester by applying it to two recent open-source LLMs (i.e., CodeLLama-Instruct and CodeFuse) and our results show that ChatTester can also improve the quality of tests generated by these LLMs. "
"LLM Agents in Interaction: Measuring Personality Consistency and
  Linguistic Alignment in Interacting Populations of Large Language Models","- **Relevance Score:** 38/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses persona‑based prompting to condition LLM agents and studies their interaction, but does not address unit‑test generation, adversarial evaluation, or provide tool releases.",https://scispace.com/paper/http://arxiv.org/abs/2402.02896v1,2024,Preprint,"","Ivar Frisch
Mario Giulianelli","",http://arxiv.org/pdf/2402.02896v1,"While both agent interaction and personalisation are vibrant topics in
research on large language models (LLMs), there has been limited focus on the
effect of language interaction on the behaviour of persona-conditioned LLM
agents. Such an endeavour is important to ensure that agents remain consistent
to their assigned traits yet are able to engage in open, naturalistic
dialogues. In our experiments, we condition GPT-3.5 on personality profiles
through prompting and create a two-group population of LLM agents using a
simple variability-inducing sampling algorithm. We then administer personality
tests and submit the agents to a collaborative writing task, finding that
different profiles exhibit different degrees of personality consistency and
linguistic alignment to their conversational partners. Our study seeks to lay
the groundwork for better understanding of dialogue-based interaction between
LLMs and highlights the need for new approaches to crafting robust, more
human-like LLM personas for interactive environments."
Towards Engineering LLM-Enhanced Multi-Agent Systems: A Critical Examination of Roles,"- **Relevance Score:** 38/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses a hybrid role‑based architecture to prompt LLMs in multi‑agent systems, but lacks unit‑test focus, adversarial evaluation, and quantitative output gains.",https://scispace.com/paper/9x5BOCtImJ4J,"","","",G Kardas,"",https://emas.in.tu-clausthal.de/2025/assets/pdfs/emas2025-14.pdf,""
No More Manual Tests? Evaluating and Improving ChatGPT for Unit Test Generation,"- **Relevance Score:** 36/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses ChatGPT to generate unit tests and shows empirical gains; includes user study and a new ChatTESTER tool, but lacks role‑based or adversarial prompting.",https://scispace.com/paper/no-more-manual-tests-evaluating-and-improving-chatgpt-for-2fp9qhoa,2023,Journal Article,arXiv.org,"Zhiqiang Yuan
Yiling Lou
Mingwei Liu
Kaixin Wang
Yixuan Chen",10.48550/arXiv.2305.04207,"","Unit testing is essential in detecting bugs in functionally-discrete program units. Manually writing high-quality unit tests is time-consuming and laborious. Although traditional techniques can generate tests with reasonable coverage, they exhibit low readability and cannot be directly adopted by developers. Recent work has shown the large potential of large language models (LLMs) in unit test generation, which can generate more human-like and meaningful test code. ChatGPT, the latest LLM incorporating instruction tuning and reinforcement learning, has performed well in various domains. However, It remains unclear how effective ChatGPT is in unit test generation. In this work, we perform the first empirical study to evaluate ChatGPT's capability of unit test generation. Specifically, we conduct a quantitative analysis and a user study to systematically investigate the quality of its generated tests regarding the correctness, sufficiency, readability, and usability. The tests generated by ChatGPT still suffer from correctness issues, including diverse compilation errors and execution failures. Still, the passing tests generated by ChatGPT resemble manually-written tests by achieving comparable coverage, readability, and even sometimes developers' preference. Our findings indicate that generating unit tests with ChatGPT could be very promising if the correctness of its generated tests could be further improved. Inspired by our findings above, we propose ChatTESTER, a novel ChatGPT-based unit test generation approach, which leverages ChatGPT itself to improve the quality of its generated tests. ChatTESTER incorporates an initial test generator and an iterative test refiner. Our evaluation demonstrates the effectiveness of ChatTESTER by generating 34.3% more compilable tests and 18.7% more tests with correct assertions than the default ChatGPT."
An Empirical Evaluation of Using Large Language Models for Automated Unit Test Generation,"- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses LLM prompts to generate JavaScript unit tests, shows higher coverage than baselines, and releases the TestPilot tool; lacks role‑based or adversarial prompting.",https://scispace.com/paper/an-empirical-evaluation-of-using-large-language-models-for-4u07o39c3f,2024,Journal Article,IEEE Transactions on Software Engineering,"Max Schäfer
Sarah Nadi
Aryaz Eghbali
Frank Tip",10.1109/tse.2023.3334955,"","Unit tests play a key role in ensuring the correctness of software. However, manually creating unit tests is a laborious task, motivating the need for automation. Large Language Models (LLMs) have recently been applied to various aspects of software development, including their suggested use for automated generation of unit tests, but while requiring additional training or few-shot learning on examples of existing tests. This paper presents a large-scale empirical evaluation on the effectiveness of LLMs for automated unit test generation without requiring additional training or manual effort. Concretely, we consider an approach where the LLM is provided with prompts that include the signature and implementation of a function under test, along with usage examples extracted from documentation. Furthermore, if a generated test fails, our approach attempts to generate a new test that fixes the problem by re-prompting the model with the failing test and error message. We implement our approach in T <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">est</small> P <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ilot</small> , an adaptive LLM-based test generation tool for JavaScript that automatically generates unit tests for the methods in a given project’s API. We evaluate T <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">est</small> P <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ilot</small> using OpenAI’s <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">gpt3.5-turbo</i> LLM on 25 npm packages with a total of 1,684 API functions. The generated tests achieve a median statement coverage of 70.2% and branch coverage of 52.8%. In contrast, the state-of-the feedback-directed JavaScript test generation technique, Nessie, achieves only 51.3% statement coverage and 25.6% branch coverage. Furthermore, experiments with excluding parts of the information included in the prompts show that all components contribute towards the generation of effective test suites. We also find that 92.8% of T <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">est</small> P <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ilot</small> ’s generated tests have ≤ 50% similarity with existing tests (as measured by normalized edit distance), with none of them being exact copies. Finally, we run T <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">est</small> P <sc xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">ilot</small> with two additional LLMs, OpenAI’s older <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">code-cushman-002</i> LLM and <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">StarCoder</i> , an LLM for which the training process is publicly documented. Overall, we observed similar results with the former (68.2% median statement coverage), and somewhat worse results with the latter (54.0% median statement coverage), suggesting that the effectiveness of the approach is influenced by the size and training set of the LLM, but does not fundamentally depend on the specific model. "
A Case Study on Test Case Construction with Large Language Models: Unveiling Practical Insights and Challenges,"- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses LLMs to generate test cases and reports evaluator preferences, showing AI-generated tests can match or exceed manual ones; includes human assessment but lacks role‑based or adversarial prompting.",https://scispace.com/paper/a-case-study-on-test-case-construction-with-large-language-irczq1ilxb,2024,Journal Article,"","Roberto Lima
Luiz Fernando P. B. Presta
Lucca Santos Borborema
V. Silva
Márcio Dahia
Anderson Carlos Sousa e Santos",10.5753/cibse.2024.28465,https://scispace.compdf/a-case-study-on-test-case-construction-with-large-language-irczq1ilxb.pdf,"This study delves into the integration of Large Language Models (LLMs) in test case construction within software engineering, exploring their potential to enhance efficiency and effectiveness in test generation. Leveraging LLMs, known for their sophisticated natural language processing abilities, this research conducts a detailed case study on a representative software application to evaluate the practicality of LLMs in creating detailed and accurate test scenarios. The investigation focuses on the challenges and advantages of LLMs in test case development, assessing their impact on test comprehensiveness, accuracy, and the formulation process. By providing a nuanced understanding of LLMs’ role in software testing, this paper aims to inform practitioners and researchers about their potential and limitations, offering insights into their application in real-world testing environments and their contribution to advancing software testing methodologies. "
From persona to personalization: A survey on role-playing language agents,"- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Surveys role‑play prompting extensively; no unit‑test focus, adversarial testing, or empirical gains. Discusses multiple personas, but not simultaneous problem‑solving or tool release.",https://scispace.com/paper/from-persona-to-personalization-a-survey-on-role-playing-1vnavg6e9s,2024,Preprint,"","Jiangjie Chen
Xintao Wang
Rui Xu
Siyu Yuan
Yikai Zhang
Wei Shi
Jiancang Xie
Shuang Li
Ruihan Yang
Tinghui Zhu
Aili Chen
Nianqi Li
Li‐Da Chen
Caiyu Hu
Shuang Wu
Shuling Ren
Ziquan Fu
Yanghua Xiao",10.48550/arxiv.2404.18231,https://arxiv.org/pdf/2404.18231,"Recent advancements in large language models (LLMs) have significantly boosted the rise of Role-Playing Language Agents (RPLAs), i.e., specialized AI systems designed to simulate assigned personas. By harnessing multiple advanced abilities of LLMs, including in-context learning, instruction following, and social intelligence, RPLAs achieve a remarkable sense of human likeness and vivid role-playing performance. RPLAs can mimic a wide range of personas, ranging from historical figures and fictional characters to real-life individuals. Consequently, they have catalyzed numerous AI applications, such as emotional companions, interactive video games, personalized assistants and copilots, and digital clones. In this paper, we conduct a comprehensive survey of this field, illustrating the evolution and recent progress in RPLAs integrating with cutting-edge LLM technologies. We categorize personas into three types: 1) Demographic Persona, which leverages statistical stereotypes; 2) Character Persona, focused on well-established figures; and 3) Individualized Persona, customized through ongoing user interactions for personalized services. We begin by presenting a comprehensive overview of current methodologies for RPLAs, followed by the details for each persona type, covering corresponding data sourcing, agent construction, and evaluation. Afterward, we discuss the fundamental risks, existing limitations, and future prospects of RPLAs. Additionally, we provide a brief review of RPLAs in AI applications, which reflects practical user demands that shape and drive RPLA research. Through this work, we aim to establish a clear taxonomy of RPLA research and applications, and facilitate future research in this critical and ever-evolving field, and pave the way for a future where humans and RPLAs coexist in harmony. "
"The Agentic AI Mindset–A Practitioner's Guide to Architectures, Patterns, and Future Directions for Autonomy and Automation","- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses role‑based persona prompting patterns; no unit‑test generation focus; mentions multi‑agent role coordination; lacks adversarial testing or empirical improvement data; discusses prompting strategies and references MetaGPT tool.",https://scispace.com/paper/c3NAuLPTVXEJ,"","","",D Horne,"",https://www.researchgate.net/profile/Dwight-Horne/publication/390958865_The_Agentic_AI_Mindset_-_A_Practitioner's_Guide_to_Architectures_Patterns_and_Future_Directions_for_Autonomy_and_Automation/links/6805a1eadf0e3f544f432cad/The-Agentic-AI-Mindset-A-Practitioners-Guide-to-Architectures-Patterns-and-Future-Directions-for-Autonomy-and-Automation.pdf,""
Responsible Agentic Reasoning and AI Agents: A Critical Survey,"- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Surveys role‑play prompting and multi‑agent reasoning, but lacks unit‑test focus, empirical gains, human studies, or released tools.",https://scispace.com/paper/responsible-agentic-reasoning-and-ai-agents-a-critical-j06actnsbx4p,2025,Journal Article,"","Shaina Raza
Ranjan Sapkota
Manoj Karkee
Christos Emmanouilidis",10.36227/techrxiv.175735299.97215847/v1,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.175735299.97215847,""
PersoBench: Benchmarking Personalized Response Generation in Large Language Models,"- **Relevance Score:** 34/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses persona‑driven prompting to benchmark LLMs, provides extensive metrics and empirical gains, but focuses on dialogue personalization, not unit‑test generation or adversarial agents; includes discussion of role‑play strategies and GPT‑4 based human‑like evaluations.",https://scispace.com/paper/persobench-benchmarking-personalized-response-generation-in-5cy7kcpcd6lb,2024,Journal Article,arXiv.org,"Saleh Afzoon
Usman Naseem
Amin Beheshti
Zahra Jamali",10.48550/arxiv.2410.03198,https://scispace.compdf/persobench-benchmarking-personalized-response-generation-in-5cy7kcpcd6lb.pdf,"While large language models (LLMs) have exhibited impressive conversational capabilities, their proficiency in delivering personalized responses remains unclear. Although recent benchmarks automatically evaluate persona consistency in role-playing contexts using LLM-based judgment, the evaluation of personalization in response generation remains underexplored. To address this gap, we present a new benchmark, PersoBench, to evaluate the personalization ability of LLMs in persona-aware dialogue generation within a zero-shot setting. We assess the performance of three open-source and three closed-source LLMs using well-known datasets and a range of metrics. Our analysis, conducted on three well-known persona-aware datasets, evaluates multiple dimensions of response quality, including fluency, diversity, coherence, and personalization, across both standard and chain-of-thought prompting methods. Our findings reveal that while LLMs excel at generating fluent and diverse responses, they are far from satisfactory in delivering personalized and coherent responses considering both the conversation context and the provided personas. Our benchmark implementation is available at https://github.com/salehafzoon/PersoBench."
Retrieval-Augmented Test Generation: How Far Are We?,"- **Relevance Score:** 33/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Paper studies RAG for unit test generation, measures performance gains, but lacks role‑based or adversarial prompting and tool release.",https://scispace.com/paper/retrieval-augmented-test-generation-how-far-are-we-38egrsjc2uy2,2024,Journal Article,arXiv.org,"Jiho Shin
Reem Aleithan
Hadi Hemmati
Song Wang",10.48550/arxiv.2409.12682,https://export.arxiv.org/pdf/2409.12682v1.pdf,"Retrieval Augmented Generation (RAG) has shown notable advancements in software engineering tasks. Despite its potential, RAG's application in unit test generation remains under-explored. To bridge this gap, we take the initiative to investigate the efficacy of RAG-based LLMs in test generation. As RAGs can leverage various knowledge sources to enhance their performance, we also explore the impact of different sources of RAGs' knowledge bases on unit test generation to provide insights into their practical benefits and limitations. Specifically, we examine RAG built upon three types of domain knowledge: 1) API documentation, 2) GitHub issues, and 3) StackOverflow Q&As. Each source offers essential knowledge for creating tests from different perspectives, i.e., API documentations provide official API usage guidelines, GitHub issues offer resolutions of issues related to the APIs from the library developers, and StackOverflow Q&As present community-driven solutions and best practices. For our experiment, we focus on five widely used and typical Python-based machine learning (ML) projects, i.e., TensorFlow, PyTorch, Scikit-learn, Google JAX, and XGBoost to build, train, and deploy complex neural networks efficiently. We conducted experiments using the top 10% most widely used APIs across these projects, involving a total of 188 APIs. We investigate the effectiveness of four state-of-the-art LLMs (open and closed-sourced), i.e., GPT-3.5-Turbo, GPT-4o, Mistral MoE 8x22B, and Llamma 3.1 405B. Additionally, we compare three prompting strategies in generating unit test cases for the experimental APIs, i.e., zero-shot, a Basic RAG, and an API-level RAG on the three external sources. Finally, we compare the cost of different sources of knowledge used for the RAG."
ChatUniTest: a ChatGPT-based automated unit test generation tool,"- **Relevance Score:** 33/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses ChatGPT to generate unit tests with validation/repair; shows empirical coverage gains over baselines. No role‑based or adversarial prompting; tool may be released but not central.",https://scispace.com/paper/chatunitest-a-chatgpt-based-automated-unit-test-generation-1axirgnf,2023,Journal Article,arXiv.org,"Zhuo-Qi Xie
Ying-Liang Chen
Chen Zhi
Shuguang Deng
Jianwei Yin",10.48550/arXiv.2305.04764,"","Unit testing is a crucial, yet often tedious and time-consuming task. To relieve developers from this burden, automated unit test generation techniques are developed. Existing automated unit test generation tools, such as program-analysis-based tools like EvoSuite and Randoop, lack program comprehension, resulting in unit tests with poor readability and limited assertions. Language-model-based tools, such as AthenaTest and A3Test, have limitations in the generation of correct unit tests. In this paper, we introduce ChatUniTest, a ChatGPT-based automated unit test generation tool developed under the Generation-Validation-Repair framework. ChatUniTest generates tests by parsing the project, extracting essential information, and creating an adaptive focal context that includes the focal method and its dependencies within the pre-defined maximum prompt token limit. The context is incorporated into a prompt and subsequently submitted to ChatGPT. Once ChatGPT's response is received, ChatUniTest proceeds to extract the raw test from the response. It then validates the test and employs rule-based repair to fix syntactic and simple compile errors, followed by ChatGPT-based repair to address challenging errors. Our rigorous evaluation demonstrates that ChatUniTest outperforms EvoSuite in branch and line coverage, surpasses AthenaTest and A3Test in focal method coverage, and effectively generates assertions while utilizing mock objects and reflection to achieve test objectives."
PHAnToM: Personality Has An Effect on Theory-of-Mind Reasoning in Large Language Models,"- **Relevance Score:** 33/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses persona‑based role‑play prompting to study Theory‑of‑Mind effects, providing empirical performance gains; does not address unit‑test generation, multi‑agent or adversarial setups, nor release tools.",https://scispace.com/paper/phantom-personality-has-an-effect-on-theory-of-mind-44lbx1g991,2024,Journal Article,arXiv.org,"Fiona Anting Tan
Gerard Yeo
Fanyou Wu
Weijie Xu
Vinija Jain
Aman Chadha
Kokil Jaidka
Yang Liu
See-Kiong Ng",10.48550/arxiv.2403.02246,https://scispace.compdf/phantom-personality-has-an-effect-on-theory-of-mind-44lbx1g991.pdf,"Recent advances in large language models (LLMs) demonstrate that their capabilities are comparable, or even superior, to humans in many tasks in natural language processing. Despite this progress, LLMs are still inadequate at social-cognitive reasoning, which humans are naturally good at. Drawing inspiration from psychological research on the links between certain personality traits and Theory-of-Mind (ToM) reasoning, and from prompt engineering research on the hyper-sensitivity of prompts in affecting LLMs capabilities, this study investigates how inducing personalities in LLMs using prompts affects their ToM reasoning capabilities. Our findings show that certain induced personalities can significantly affect the LLMs' reasoning capabilities in three different ToM tasks. In particular, traits from the Dark Triad have a larger variable effect on LLMs like GPT-3.5, Llama 2, and Mistral across the different ToM tasks. We find that LLMs that exhibit a higher variance across personality prompts in ToM also tends to be more controllable in personality tests: personality traits in LLMs like GPT-3.5, Llama 2 and Mistral can be controllably adjusted through our personality prompts. In today's landscape where role-play is a common strategy when using LLMs, our research highlights the need for caution, as models that adopt specific personas with personalities potentially also alter their reasoning abilities in an unexpected manner."
From llm reasoning to autonomous ai agents: A comprehensive review,"- **Relevance Score:** 33/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Reviews role‑based prompting for LLM agents, cites CrewAI specialization, but lacks unit‑test focus, adversarial evaluation, new empirical gains, or tool release.",https://scispace.com/paper/from-llm-reasoning-to-autonomous-ai-agents-a-comprehensive-n90pouttl643,2025,Journal Article,arXiv.org,"Mohamed Amine Ferrag
Norbert Tihanyi
Merouane Debbah",10.48550/arxiv.2504.19678,https://arxiv.org/pdf/2504.19678?,""
"RIRO: Reshaping Inputs, Refining Outputs Unlocking the Potential of
  Large Language Models in Data-Scarce Contexts","- **Relevance Score:** 33/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Shows empirical gains in test case generation; uses stacked LLM layers for input/output refinement but lacks role‑based prompting, adversarial agents, or tool release.",https://scispace.com/paper/riro-reshaping-inputs-refining-outputs-unlocking-the-5vlzvn34c8gt,2024,Journal Article,"","Ali Hamdi
Hozaifa Kassab
Mohamed Bahaa
Mawarni Mohamed",10.48550/arxiv.2412.15254,https://scispace.compdf/riro-reshaping-inputs-refining-outputs-unlocking-the-5vlzvn34c8gt.pdf,"Large language models (LLMs) have significantly advanced natural language processing, excelling in areas like text generation, summarization, and question-answering. Despite their capabilities, these models face challenges when fine-tuned on small, domain-specific datasets, often struggling to generalize and deliver accurate results with unfamiliar inputs. To tackle this issue, we introduce RIRO, a novel two-layer architecture designed to improve performance in data-scarce environments. The first layer leverages advanced prompt engineering to reformulate inputs, ensuring better alignment with training data, while the second layer focuses on refining outputs to minimize inconsistencies. Through fine-tuning models like Phi-2, Falcon 7B, and Falcon 1B, with Phi-2 outperforming the others. Additionally, we introduce a benchmark using evaluation metrics such as cosine similarity, Levenshtein distance, BLEU score, ROUGE-1, ROUGE-2, and ROUGE-L. While these advancements improve performance, challenges like computational demands and overfitting persist, limiting the potential of LLMs in data-scarce, high-stakes environments such as healthcare, legal documentation, and software testing. "
"Role-Play Zero-Shot Prompting with Large Language Models for Open-Domain
  Human-Machine Conversation","- **Relevance Score:** 32/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses role‑play prompting to enhance open‑domain chat agents; shows empirical gains over baselines but focuses on conversation quality, not unit‑test generation or adversarial evaluation, and provides limited discussion of broader prompting strategies and user studies.",https://scispace.com/paper/role-play-zero-shot-prompting-with-large-language-models-for-9hrjqkrihg,2024,Preprint,"","Abdou Njifenjou
Virgile Sucal
Bassam Jabaian
Fabrice Lefèvre",10.48550/arxiv.2406.18460,https://scispace.compdf/role-play-zero-shot-prompting-with-large-language-models-for-9hrjqkrihg.pdf,"Recently, various methods have been proposed to create open-domain conversational agents with Large Language Models (LLMs). These models are able to answer user queries, but in a one-way Q&A format rather than a true conversation. Fine-tuning on particular datasets is the usual way to modify their style to increase conversational ability, but this is expensive and usually only available in a few languages. In this study, we explore role-play zero-shot prompting as an efficient and cost-effective solution for open-domain conversation, using capable multilingual LLMs (Beeching et al., 2023) trained to obey instructions. We design a prompting system that, when combined with an instruction-following model - here Vicuna (Chiang et al., 2023) - produces conversational agents that match and even surpass fine-tuned models in human evaluation in French in two different tasks. "
Attribute Controlled Dialogue Prompting,"- **Relevance Score:** 32/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses persona‑driven prompts for dialogue generation, showing improved controllability and quality; no unit‑test focus, multi‑agent or adversarial components, but includes human evaluation and discusses prompting methods.",https://scispace.com/paper/attribute-controlled-dialogue-prompting-ovjcatqjqk,2023,Journal Article,"","Runcheng Liu
Robiah Ahmad
Ivan Kobyzev
Mehdi Rezagholizadeh
Pascal Poupart",10.18653/v1/2023.findings-acl.150,https://scispace.compdf/attribute-controlled-dialogue-prompting-ovjcatqjqk.pdf,"Prompt-tuning has become an increasingly popular parameter-efficient method for adapting large pretrained language models to downstream tasks.However, both discrete prompting and continuous prompting assume fixed prompts for all data samples within a task, neglecting the fact that inputs vary greatly in some tasks such as open-domain dialogue generation.In this paper, we present a novel, instancespecific prompt-tuning algorithm for dialogue generation.Specifically, we generate prompts based on instance-level control code, rather than the conversation history, to explore their impact on controlled dialogue generation.Experiments on popular open-domain dialogue datasets, evaluated on both automated metrics and human evaluation, demonstrate that our method is superior to prompting baselines and comparable to fine-tuning with only 5%-6% of total parameters.* Work done during an internship at Huawei.overhead.We present results on both intent and persona controlled dialogue.2 Related Work GPT-3 (Brown et al., 2020) introduces prompting, a method to steer a frozen PLM by transforming inputs into cloze-style phrases with task description and some task examples.Though it is memoryefficient since one single copy of the PLM can be shared across different tasks, the model's performance is largely restricted by the maximum conditional input length, the model size and manual guesswork for prompts ( "
An Empirical Study of Unit Test Generation with Large Language Models,"- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Focuses on empirical evaluation of LLMs for unit test generation and shows measurable gains over baselines; does not employ role‑based or multi‑perspective prompting, nor adversarial agents, and lacks related discussions, human studies, or tool releases.",https://scispace.com/paper/an-empirical-study-of-unit-test-generation-with-large-4raew4bgfu,2024,Preprint,"","Lian Yang
Chen Yang
S. Q. Gao
Weijing Wang
Bo Wang
Qihao Zhu
Changfu Xiao
Jianyi Zhou
Guangtai Liang
Qianxiang Wang
Junjie Chen",10.48550/arxiv.2406.18181,https://scispace.compdf/an-empirical-study-of-unit-test-generation-with-large-4raew4bgfu.pdf,"Unit testing is an essential activity in software development for verifying the correctness of software components. However, manually writing unit tests is challenging and time-consuming. The emergence of Large Language Models (LLMs) offers a new direction for automating unit test generation. Existing research primarily focuses on closed-source LLMs (e.g., ChatGPT and CodeX) with fixed prompting strategies, leaving the capabilities of advanced open-source LLMs with various prompting settings unexplored. Particularly, open-source LLMs offer advantages in data privacy protection and have demonstrated superior performance in some tasks. Moreover, effective prompting is crucial for maximizing LLMs' capabilities. In this paper, we conduct the first empirical study to fill this gap, based on 17 Java projects, five widely-used open-source LLMs with different structures and parameter sizes, and comprehensive evaluation metrics. Our findings highlight the significant influence of various prompt factors, show the performance of open-source LLMs compared to the commercial GPT-4 and the traditional Evosuite, and identify limitations in LLM-based unit test generation. We then derive a series of implications from our study to guide future research and practical use of LLM-based unit test generation. "
"The Prompt Alchemist: Automated LLM-Tailored Prompt Optimization for
  Test Case Generation","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Paper excels at automated prompt optimization for test case generation and shows empirical coverage gains, but lacks role‑based, multi‑perspective, adversarial, or human‑centric components.",https://scispace.com/paper/the-prompt-alchemist-automated-llm-tailored-prompt-2eofe9yn7gk5,2025,Journal Article,"","Shuzheng Gao
Chaozheng Wang
Cuiyun Gao
Xiao‐Dong Jiao
Chun Yong Chong
Shan Gao
Michael R. Lyu",10.48550/arxiv.2501.01329,https://scispace.compdf/the-prompt-alchemist-automated-llm-tailored-prompt-2eofe9yn7gk5.pdf,"Test cases are essential for validating the reliability and quality of software applications. Recent studies have demonstrated the capability of Large Language Models (LLMs) to generate useful test cases for given source code. However, the existing work primarily relies on human-written plain prompts, which often leads to suboptimal results since the performance of LLMs can be highly influenced by the prompts. Moreover, these approaches use the same prompt for all LLMs, overlooking the fact that different LLMs might be best suited to different prompts. Given the wide variety of possible prompt formulations, automatically discovering the optimal prompt for each LLM presents a significant challenge. Although there are methods on automated prompt optimization in the natural language processing field, they are hard to produce effective prompts for the test case generation task. First, the methods iteratively optimize prompts by simply combining and mutating existing ones without proper guidance, resulting in prompts that lack diversity and tend to repeat the same errors in the generated test cases. Second, the prompts are generally lack of domain contextual knowledge, limiting LLMs' performance in the task. "
