Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
"Test Case Generation from Bug Reports via Large Language Models: A
  Cognitive Layered Evaluation Framework","- **Relevance Score:** 62/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Evaluates LLM-generated tests using Bloom's taxonomy on Defects4J; reports performance drops and success rates but lacks detailed mutation scores or human‑written test comparison and no human study.",https://scispace.com/paper/http://arxiv.org/abs/2510.05365v1,2025,Preprint,"","Irtaza Sajid Qureshi
Zhen Ming
Jiang","",http://arxiv.org/pdf/2510.05365v1,"Large Language Models (LLMs) are increasingly applied to automated software
testing, yet their ability to generalize beyond memorized patterns and reason
about natural language bug reports remains unclear. We present a systematic
evaluation of LLM reasoning in test case generation, structured around the
cognitive layers of Bloom's taxonomy: \textit{Remember}, \textit{Understand},
\textit{Apply}, \textit{Analyze}, \textit{Evaluate}, and \textit{Create}, which
progressively assess higher levels of cognitive and reasoning capabilities.
Building on the LIBRO framework, we evaluate StarCoder and GPT-4o on Defects4J,
GHRB, and mutated variants that introduce linguistic and semantic challenges.
Our findings show that both models largely reproduce prior results with minor
deviations (\textit{Remember}), exhibit partial robustness to linguistic
rephrasings and translations while uncovering unique reproducible bugs
(\textit{Understand}), but suffer severe performance drops exceeding 60\% under
identifier mutations (\textit{Apply}). Conversely, providing near-identical
few-shot examples in an open-book setting improves success rates by up to three
times, and component-level analysis reveals that structured technical elements,
such as test code and method names, are far more impactful than narrative
descriptions for successful test generation (\textit{Analyze}). These insights
illuminate the cognitive processes underlying LLM-generated tests, suggest
concrete directions for improving performance, and establish a robust and
realistic evaluation paradigm for this task."
Advancing bug detection in Fastjson2 with large language models driven unit test generation,"- **Relevance Score:** 61/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Evaluates LLM-generated unit tests for Fastjson2 and reports bug detection rates, but does not use standard benchmarks and only provides limited human inspection.",https://scispace.com/paper/advancing-bug-detection-in-fastjson2-with-large-language-lwb5umhs9xu1,2024,Journal Article,arXiv.org,"Zhiyuan Zhong
Sinan Wang
Hailong Wang
Shaojin Wen
Hao Guan
Yida Tao
Yepang Liu",10.48550/arxiv.2410.09414,https://arxiv.org/pdf/2410.09414,""
"Do LLMs generate test oracles that capture the actual or the expected
  program behaviour?","- **Relevance Score:** 58/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLMs to generate test oracles and measures oracle quality; reports metrics like oracle correctness. Does not rely on standard benchmarks or human studies, and only loosely compares to human tests.",https://scispace.com/paper/do-llms-generate-test-oracles-that-capture-the-actual-or-the-3dy8ri0pylzu,2024,Journal Article,"","Michael Konstantinou
Renzo Degiovanni
Mike Papadakis",10.48550/arxiv.2410.21136,https://scispace.compdf/do-llms-generate-test-oracles-that-capture-the-actual-or-the-3dy8ri0pylzu.pdf,"Software testing is an essential part of the software development cycle to improve the code quality. Typically, a unit test consists of a test prefix and a test oracle which captures the developer's intended behaviour. A known limitation of traditional test generation techniques (e.g. Randoop and Evosuite) is that they produce test oracles that capture the actual program behaviour rather than the expected one. Recent approaches leverage Large Language Models (LLMs), trained on an enormous amount of data, to generate developer-like code and test cases. We investigate whether the LLM-generated test oracles capture the actual or expected software behaviour. We thus, conduct a controlled experiment to answer this question, by studying LLMs performance on two tasks, namely, test oracle classification and generation. The study includes developer-written and automatically generated test cases and oracles for 24 open-source Java repositories, and different well tested prompts. Our findings show that LLM-based test generation approaches are also prone on generating oracles that capture the actual program behaviour rather than the expected one. Moreover, LLMs are better at generating test oracles rather than classifying the correct ones, and can generate better test oracles when the code contains meaningful test or variable names. Finally, LLM-generated test oracles have higher fault detection potential than the Evosuite ones. "
Test smells in LLM-Generated Unit Tests,"- **Relevance Score:** 57/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Analyzes LLM‑generated tests and directly compares smell prevalence with human tests; provides quantitative smell metrics but lacks standard benchmark use and human assessment.",https://scispace.com/paper/test-smells-in-llm-generated-unit-tests-6k5qc3zogaei,2024,Journal Article,"","Wendkûuni C. Ouédraogo
Yinghua Li
Kader Kaboré
Xunzhu Tang
Anil Koyuncu
Jacques Klein
David Lo
Tegawendé F. Bissyandé",10.48550/arxiv.2410.10628,https://scispace.compdf/test-smells-in-llm-generated-unit-tests-6k5qc3zogaei.pdf,"The use of Large Language Models (LLMs) in automated test generation is gaining popularity, with much of the research focusing on metrics like compilability rate, code coverage and bug detection. However, an equally important quality metric is the presence of test smells design flaws or anti patterns in test code that hinder maintainability and readability. In this study, we explore the diffusion of test smells in LLM generated unit test suites and compare them to those found in human written ones. We analyze a benchmark of 20,500 LLM-generated test suites produced by four models (GPT-3.5, GPT-4, Mistral 7B, and Mixtral 8x7B) across five prompt engineering techniques, alongside a dataset of 780,144 human written test suites from 34,637 projects. Leveraging TsDetect, a state of the art tool capable of detecting 21 different types of test smells, we identify and analyze the prevalence and co-occurrence of various test smells in both human written and LLM-generated test suites. Our findings reveal new insights into the strengths and limitations of LLMs in test generation. First, regarding prevalence, we observe that LLMs frequently generate tests with common test smells, such as Magic Number Test and Assertion Roulette. Second, in terms of co occurrence, certain smells, like Long Test and Useless Test, tend to co occur in LLM-generated suites, influenced by specific prompt techniques. Third, we find that project complexity and LLM specific factors, including model size and context length, significantly affect the prevalence of test smells. Finally, the patterns of test smells in LLM-generated tests often mirror those in human-written tests, suggesting potential data leakage from training datasets. These insights underscore the need to refine LLM-based test generation for cleaner code and suggest improvements in both LLM capabilities and software testing practices. "
Measuring the Influence of Incorrect Code on Test Generation,"- **Relevance Score:** 57/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLM-generated tests and HumanEval to assess bug detection, reports accuracy metrics, but lacks mutation scores, human test comparison, and user studies.",https://scispace.com/paper/fNVKsTDVRvIJ,"","","","D Huang
JM Zhang
M Harman
M Du","",https://arxiv.org/pdf/2409.09464?,""
"Is Your Code Generated by ChatGPT Really Correct? Rigorous Evaluation of
  Large Language Models for Code Generation","- **Relevance Score:** 56/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses ChatGPT to generate seed tests and mutation to expand them; reports mutation‑based killing and coverage metrics; evaluates on HumanEval. No human‑written test comparison or user study.",https://scispace.com/paper/is-your-code-generated-by-chatgpt-really-correct-rigorous-12y4zxtn,2023,Posted Content,"","",10.48550/arxiv.2305.01210,https://scispace.com/pdf/is-your-code-generated-by-chatgpt-really-correct-rigorous-12y4zxtn.pdf,"Program synthesis has been long studied with recent approaches focused on directly using the power of Large Language Models (LLMs) to generate code. Programming benchmarks, with curated synthesis problems and test-cases, are used to measure the performance of various LLMs on code synthesis. However, these test-cases can be limited in both quantity and quality for fully assessing the functional correctness of the generated code. Such limitation in the existing benchmarks begs the following question: In the era of LLMs, is the code generated really correct? To answer this, we propose EvalPlus -- a code synthesis benchmarking framework to rigorously evaluate the functional correctness of LLM-synthesized code. EvalPlus augments a given evaluation dataset with large amounts of test-cases newly produced by an automatic test input generator, powered by both LLM- and mutation-based strategies. While EvalPlus is general, we extend the test-cases of the popular HUMANEVAL benchmark by 81x to build HUMANEVAL+. Our extensive evaluation across 19 popular LLMs (e.g., GPT-4 and ChatGPT) demonstrates that HUMANEVAL+ is able to catch significant amounts of previously undetected wrong code synthesized by LLMs, reducing the pass@k by 13.6-15.3% on average. Our work not only indicates that prior popular code synthesis evaluation results do not accurately reflect the true performance of LLMs for code synthesis, but also opens up a new direction to improve such programming benchmarks through automated testing. "
Is Your Code Generated by ChatGPT Really Correct? Rigorous Evaluation of Large Language Models for Code Generation,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLMs to auto‑generate extensive test suites and evaluates them on HumanEval+, providing a large‑scale benchmark; reports detection of wrong code but lacks detailed mutation scores, human‑test comparison, or user studies.",https://scispace.com/paper/is-your-code-generated-by-chatgpt-really-correct-rigorous-1lvo40r8,2023,Journal Article,arXiv.org,"Jiawei Liu
Chun Xia
Lingming Zhang",10.48550/arXiv.2305.01210,https://scispace.compdf/is-your-code-generated-by-chatgpt-really-correct-rigorous-1lvo40r8.pdf,"Program synthesis has been long studied with recent approaches focused on directly using the power of Large Language Models (LLMs) to generate code. Programming benchmarks, with curated synthesis problems and test-cases, are used to measure the performance of various LLMs on code synthesis. However, these test-cases can be limited in both quantity and quality for fully assessing the functional correctness of the generated code. Such limitation in the existing benchmarks begs the following question: In the era of LLMs, is the code generated really correct? To answer this, we propose EvalPlus -- a code synthesis benchmarking framework to rigorously evaluate the functional correctness of LLM-synthesized code. EvalPlus augments a given evaluation dataset with large amounts of test-cases newly produced by an automatic test input generator, powered by both LLM- and mutation-based strategies. While EvalPlus is general, we extend the test-cases of the popular HUMANEVAL benchmark by 81x to build HUMANEVAL+. Our extensive evaluation across 19 popular LLMs (e.g., GPT-4 and ChatGPT) demonstrates that HUMANEVAL+ is able to catch significant amounts of previously undetected wrong code synthesized by LLMs, reducing the pass@k by 13.6-15.3% on average. Our work not only indicates that prior popular code synthesis evaluation results do not accurately reflect the true performance of LLMs for code synthesis, but also opens up a new direction to improve such programming benchmarks through automated testing."
Code Generation and Testing in the Era of AI-Native Software Engineering,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLM-generated tests to study detection failures; reports on MBPP and HumanEval usage; mentions bug detection but lacks detailed metric tables; no human test comparison or user study.",https://scispace.com/paper/oM9Y7SMUXuYJ,"","","",NS Mathews,"",https://uwspace.uwaterloo.ca/bitstreams/0a5960c4-ab44-4573-af87-77954da4e65a/download,""
PRIMG : Efficient LLM-driven Test Generation Using Mutant Prioritization,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLMs to generate and refine Solidity tests; reports mutation scores showing test quality; does not employ standard benchmarks, nor compare to human tests or include human assessments.",https://scispace.com/paper/http://arxiv.org/abs/2505.05584v1,2025,Preprint,"","Mohamed Salah Bouafif
Mohammad Hamdaqa
Edward Zulkoski","",http://arxiv.org/pdf/2505.05584v1,"Mutation testing is a widely recognized technique for assessing and enhancing
the effectiveness of software test suites by introducing deliberate code
mutations. However, its application often results in overly large test suites,
as developers generate numerous tests to kill specific mutants, increasing
computational overhead. This paper introduces PRIMG (Prioritization and
Refinement Integrated Mutation-driven Generation), a novel framework for
incremental and adaptive test case generation for Solidity smart contracts.
PRIMG integrates two core components: a mutation prioritization module, which
employs a machine learning model trained on mutant subsumption graphs to
predict the usefulness of surviving mutants, and a test case generation module,
which utilizes Large Language Models (LLMs) to generate and iteratively refine
test cases to achieve syntactic and behavioral correctness.
  We evaluated PRIMG on real-world Solidity projects from Code4Arena to assess
its effectiveness in improving mutation scores and generating high-quality test
cases. The experimental results demonstrate that PRIMG significantly reduces
test suite size while maintaining high mutation coverage. The prioritization
module consistently outperformed random mutant selection, enabling the
generation of high-impact tests with reduced computational effort. Furthermore,
the refining process enhanced the correctness and utility of LLM-generated
tests, addressing their inherent limitations in handling edge cases and complex
program logic."
Effective Test Generation Using Pre-trained Large Language Models and Mutation Testing,"- **Relevance Score:** 54/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLMs to generate tests and assesses them with mutation scores and bug detection rates; reports high mutation score (93.57%). Does not employ standard benchmarks like HumanEval. Provides limited comparison to human‑written code snippets, but lacks a dedicated human‑based quality assessment.",https://scispace.com/paper/effective-test-generation-using-pre-trained-large-language-3pl5114q44,2023,Journal Article,arXiv.org,"Arghavan Moradi Dakhel
Amin Nikanjam
Vahid Majdinasab
Foutse Khomh
Michel C. Desmarais",10.48550/arxiv.2308.16557,https://scispace.compdf/effective-test-generation-using-pre-trained-large-language-3pl5114q44.pdf,"One of the critical phases in software development is software testing. Testing helps with identifying potential bugs and reducing maintenance costs. The goal of automated test generation tools is to ease the development of tests by suggesting efficient bug-revealing tests. Recently, researchers have leveraged Large Language Models (LLMs) of code to generate unit tests. While the code coverage of generated tests was usually assessed, the literature has acknowledged that the coverage is weakly correlated with the efficiency of tests in bug detection. To improve over this limitation, in this paper, we introduce MuTAP for improving the effectiveness of test cases generated by LLMs in terms of revealing bugs by leveraging mutation testing. Our goal is achieved by augmenting prompts with surviving mutants, as those mutants highlight the limitations of test cases in detecting bugs. MuTAP is capable of generating effective test cases in the absence of natural language descriptions of the Program Under Test (PUTs). We employ different LLMs within MuTAP and evaluate their performance on different benchmarks. Our results show that our proposed method is able to detect up to 28% more faulty human-written code snippets. Among these, 17% remained undetected by both the current state-of-the-art fully automated test generation tool (i.e., Pynguin) and zero-shot/few-shot learning approaches on LLMs. Furthermore, MuTAP achieves a Mutation Score (MS) of 93.57% on synthetic buggy code, outperforming all other approaches in our evaluation. Our findings suggest that although LLMs can serve as a useful tool to generate test cases, they require specific post-processing steps to enhance the effectiveness of the generated test cases which may suffer from syntactic or functional errors and may be ineffective in detecting certain types of bugs and testing corner cases PUTs."
"Effective Test Generation Using Pre-trained Large Language Models and
  Mutation Testing","- **Relevance Score:** 54/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLMs to generate tests and assesses them via mutation testing; reports mutation score and bug detection improvements; lacks standard benchmark datasets; only indirect comparison to human-written code; no human study.",https://scispace.com/paper/http://arxiv.org/abs/2308.16557v1,2023,Preprint,"","Arghavan Moradi Dakhel
Amin Nikanjam
Vahid Majdinasab
Foutse Khomh
Michel C. Desmarais","",http://arxiv.org/pdf/2308.16557v1,"One of the critical phases in software development is software testing.
Testing helps with identifying potential bugs and reducing maintenance costs.
The goal of automated test generation tools is to ease the development of tests
by suggesting efficient bug-revealing tests. Recently, researchers have
leveraged Large Language Models (LLMs) of code to generate unit tests. While
the code coverage of generated tests was usually assessed, the literature has
acknowledged that the coverage is weakly correlated with the efficiency of
tests in bug detection. To improve over this limitation, in this paper, we
introduce MuTAP for improving the effectiveness of test cases generated by LLMs
in terms of revealing bugs by leveraging mutation testing. Our goal is achieved
by augmenting prompts with surviving mutants, as those mutants highlight the
limitations of test cases in detecting bugs. MuTAP is capable of generating
effective test cases in the absence of natural language descriptions of the
Program Under Test (PUTs). We employ different LLMs within MuTAP and evaluate
their performance on different benchmarks. Our results show that our proposed
method is able to detect up to 28% more faulty human-written code snippets.
Among these, 17% remained undetected by both the current state-of-the-art fully
automated test generation tool (i.e., Pynguin) and zero-shot/few-shot learning
approaches on LLMs. Furthermore, MuTAP achieves a Mutation Score (MS) of 93.57%
on synthetic buggy code, outperforming all other approaches in our evaluation.
Our findings suggest that although LLMs can serve as a useful tool to generate
test cases, they require specific post-processing steps to enhance the
effectiveness of the generated test cases which may suffer from syntactic or
functional errors and may be ineffective in detecting certain types of bugs and
testing corner cases PUTs."
A System for Automated Unit Test Generation Using Large Language Models and Assessment of Generated Test Suites,"- **Relevance Score:** 53/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses LLMs to generate class-level Java tests and automates assessment; reports quantitative metrics but not the specific ones required; builds a new dataset rather than using HumanEval/MBPP/CodeXGLUE/Defects4J; directly compares AI‑generated tests with human‑written ones; lacks any human‑subject evaluation.",https://scispace.com/paper/a-system-for-automated-unit-test-generation-using-large-7igz2lvg7lv4,2024,Journal Article,arXiv.org,"Andrea Lops
Fedelucio Narducci
Azzurra Ragone
Michelantonio Trizio
Claudio Bartolini",10.48550/arxiv.2408.07846,https://scispace.compdf/a-system-for-automated-unit-test-generation-using-large-7igz2lvg7lv4.pdf,"Unit tests represent the most basic level of testing within the software testing lifecycle and are crucial to ensuring software correctness. Designing and creating unit tests is a costly and labor-intensive process that is ripe for automation. Recently, Large Language Models (LLMs) have been applied to various aspects of software development, including unit test generation. Although several empirical studies evaluating LLMs' capabilities in test code generation exist, they primarily focus on simple scenarios, such as the straightforward generation of unit tests for individual methods. These evaluations often involve independent and small-scale test units, providing a limited view of LLMs' performance in real-world software development scenarios. Moreover, previous studies do not approach the problem at a suitable scale for real-life applications. Generated unit tests are often evaluated via manual integration into the original projects, a process that limits the number of tests executed and reduces overall efficiency. To address these gaps, we have developed an approach for generating and evaluating more real-life complexity test suites. Our approach focuses on class-level test code generation and automates the entire process from test generation to test assessment. In this work, we present AgoneTest: an automated system for generating test suites for Java projects and a comprehensive and principled methodology for evaluating the generated test suites. Starting from a state-of-the-art dataset (i.e., Methods2Test), we built a new dataset for comparing human-written tests with those generated by LLMs. Our key contributions include a scalable automated software system, a new dataset, and a detailed methodology for evaluating test quality."
