"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Integration of Machine Learning into Automated Test Generation: A Systematic Literature Review","https://scispace.com/paper/the-integration-of-machine-learning-into-automated-test-34km4bwx","","Journal Article","arXiv.org","Afonso Fontes
Gregory Gay","10.48550/arXiv.2206.10210","","Context: Machine learning (ML) may enable effective automated test generation. Objectives: We characterize emerging research, examining testing practices, researcher goals, ML techniques applied, evaluation, and challenges. Methods: We perform a systematic literature review on a sample of 97 publications. Results: ML generates input for system, GUI, unit, performance, and combinatorial testing or improves the performance of existing generation methods. ML is also used to generate test verdicts, property-based, and expected output oracles. Supervised learning—often based on neural networks—and reinforcement learning—often based on Q-learning—are common, and some publications also employ unsupervised or semi-supervised learning. (Semi-/Un-)Supervised approaches are evaluated using both traditional testing metrics and ML-related metrics (e.g., accuracy), while reinforcement learning is often evaluated using testing metrics tied to the reward function. Conclusion: Work-to-date shows great promise, but there are open challenges regarding training data, retraining, scalability, evaluation complexity, ML algorithms employed—and how they are applied—benchmarks, and replicability. Our findings can serve as a roadmap and inspiration for researchers in this field.","There are open challenges regarding training data, retraining, scalability, evaluation complexity, ML algorithms employed—and how they are applied—benchmarks, and replicability."
"The role of ai in software test automation - a systematic literature review","https://scispace.com/paper/the-role-of-ai-in-software-test-automation-a-systematic-r1u2ahgnic31","2024","Journal Article","","R. M. S. Ranapana
Janaka Wijayanayake","10.64920/drc2024032","","Artificial Intelligence (AI) has emerged as a transformative force in software test automation, enhancing the efficiency, accuracy, and reliability of testing processes. This systematic literature review investigates the role of AI in software test automation, focusing on key methodologies, applications, and challenges faced in its implementation. The review aims to identify and analyze the various AI-driven techniques such as Machine Learning (ML), Neural Networks, and Genetic Algorithms that are being utilized to optimize testing activities, including test case generation, defect detection, and test execution. The findings reveal that AI can significantly improve the software testing lifecycle by automating repetitive tasks, reducing human error, and increasing test coverage. By leveraging AI algorithms, organizations can achieve faster turnaround times and enhance the overall quality of software products. Moreover, AI facilitates predictive analytics, allowing teams to identify potential defects early in the development process, thus minimizing costs and time associated with late-stage bug fixes. However, the review also highlights several challenges that hinder the widespread adoption of AI in software testing. Issues such as data quality, model overfitting, and the complexity of integrating AI solutions with existing testing frameworks present significant barriers. Additionally, many AI applications remain largely theoretical or are limited to academic research, lacking real-world implementation. The insights gained from this review are invaluable for both researchers and practitioners seeking to harness the capabilities of AI to revolutionize software testing practices. By addressing the identified challenges and fostering collaboration between academia and industry, stakeholders can develop more robust frameworks and models that leverage AI's potential to create a more efficient and effective software testing environment. ","This systematic literature review examines AI's role in software test automation, highlighting AI-driven techniques that optimize testing activities, improve efficiency, accuracy, and reliability, but also identifies challenges hindering widespread adoption, including data quality and model complexity."
"A Systematic Literature Review on the Use of Deep Learning in Software Engineering Research.","https://scispace.com/paper/a-systematic-literature-review-on-the-use-of-deep-learning-3te4gtkruk","2020","Posted Content","arXiv: Software Engineering","Cody Watson
Nathan Cooper
David Nader-Palacio
Kevin Moran
Denys Poshyvanyk","","https://arxiv.org/pdf/2009.06520.pdf","An increasingly popular set of techniques adopted by software engineering (SE) researchers to automate development tasks are those rooted in the concept of Deep Learning (DL). The popularity of such techniques largely stems from their automated feature engineering capabilities, which aid in modeling software artifacts. However, due to the rapid pace at which DL techniques have been adopted, it is difficult to distill the current successes, failures, and opportunities of the current research landscape. In an effort to bring clarity to this cross-cutting area of work, from its modern inception to the present, this paper presents a systematic literature review of research at the intersection of SE & DL. The review canvases work appearing in the most prominent SE and DL conferences and journals and spans 84 papers across 22 unique SE tasks. We center our analysis around the components of learning, a set of principles that govern the application of machine learning techniques (ML) to a given problem domain, discussing several aspects of the surveyed work at a granular level. The end result of our analysis is a research roadmap that both delineates the foundations of DL techniques applied to SE research, and likely areas of fertile exploration for the future.","A systematic literature review of research at the intersection of SE & DL, from its modern inception to the present, that delineates the foundations of DL techniques applied to SE research and highlights likely areas of fertile exploration for the future."
"The Role of Artificial Intelligence and Machine Learning in Software
  Testing","https://scispace.com/paper/the-role-of-artificial-intelligence-and-machine-learning-in-4czpvcsr8s1w","2024","Journal Article","","A.A. Ramadan
Husam Yasin
Burhan Pektas","10.48550/arxiv.2409.02693","","Artificial Intelligence (AI) and Machine Learning (ML) have significantly impacted various industries, including software development. Software testing, a crucial part of the software development lifecycle (SDLC), ensures the quality and reliability of software products. Traditionally, software testing has been a labor-intensive process requiring significant manual effort. However, the advent of AI and ML has transformed this landscape by introducing automation and intelligent decision-making capabilities. AI and ML technologies enhance the efficiency and effectiveness of software testing by automating complex tasks such as test case generation, test execution, and result analysis. These technologies reduce the time required for testing and improve the accuracy of defect detection, ultimately leading to higher quality software. AI can predict potential areas of failure by analyzing historical data and identifying patterns, which allows for more targeted and efficient testing. This paper explores the role of AI and ML in software testing by reviewing existing literature, analyzing current tools and techniques, and presenting case studies that demonstrate the practical benefits of these technologies. The literature review provides a comprehensive overview of the advancements in AI and ML applications in software testing, highlighting key methodologies and findings from various studies. The analysis of current tools showcases the capabilities of popular AI-driven testing tools such as Eggplant AI, Test.ai, Selenium, Appvance, Applitools Eyes, Katalon Studio, and Tricentis Tosca, each offering unique features and advantages. Case studies included in this paper illustrate real-world applications of AI and ML in software testing, showing significant improvements in testing efficiency, accuracy, and overall software quality. ","This paper explores the role of Artificial Intelligence (AI) and Machine Learning (ML) in software testing, enhancing efficiency and effectiveness by automating tasks, improving accuracy, and predicting potential failures through historical data analysis and pattern identification."
"The integration of machine learning into automated test generation: A systematic mapping study","https://scispace.com/paper/the-integration-of-machine-learning-into-automated-test-1a04w6sf","2022","Journal Article","Software Testing, Verification & Reliability","Afonso Fontes
Gregory Gay","10.1002/stvr.1845","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/stvr.1845","Machine learning (ML) may enable effective automated test generation. We characterize emerging research, examining testing practices, researcher goals, ML techniques applied, evaluation, and challenges in this intersection by performing. We perform a systematic mapping study on a sample of 124 publications. ML generates input for system, GUI, unit, performance, and combinatorial testing or improves the performance of existing generation methods. ML is also used to generate test verdicts, property‐based, and expected output oracles. Supervised learning—often based on neural networks—and reinforcement learning—often based on Q‐learning—are common, and some publications also employ unsupervised or semi‐supervised learning. (Semi‐/Un‐)Supervised approaches are evaluated using both traditional testing metrics and ML‐related metrics (e.g., accuracy), while reinforcement learning is often evaluated using testing metrics tied to the reward function. The work‐to‐date shows great promise, but there are open challenges regarding training data, retraining, scalability, evaluation complexity, ML algorithms employed—and how they are applied—benchmarks, and replicability. Our findings can serve as a roadmap and inspiration for researchers in this field.","In this article , the authors characterize emerging research, examining testing practices, researcher goals, ML techniques applied, evaluation, and challenges in this intersection by performing a systematic mapping study on a sample of 124 publications."
"A Decade of Progress: A Systematic Literature Review on the Integration of AI in Software Engineering Phases and Activities (2013-2023)","https://scispace.com/paper/a-decade-of-progress-a-systematic-literature-review-on-the-7g7mydwjhjrn","2024","Journal Article","IEEE Access","Usman Durrani
Mustafa Akpınar
M. Fatih Adak
Abdullah Talha Kabakuş
Muhammed Maruf Öztürk
Mohammed Saleh","10.1109/access.2024.3488904","","The synergy between software engineering (SE) and artificial intelligence (AI) catalyzes software development, as numerous recent studies illustrate an intensified intersection between these domains. This systematic literature review examines the integration of AI techniques or methodologies across SE phases and related activities spanning from 2013 to 2023, resulting in the selection of 110 research papers. Investigating the profound influence of AI techniques, including machine learning, deep learning, natural language processing, optimization algorithms, and expert systems, across various SE phases—such as planning, requirement engineering, design, development, testing, deployment, and maintenance—is the focal point of this study. Notably, the extensive adoption of machine learning and deep learning algorithms in the development and testing phases has enhanced software quality through defect prediction, code recommendation, and vulnerability detection initiatives. Furthermore, natural language processing’s role in automating requirements classification and sentiment analysis has streamlined SE practices. Optimization algorithms have also demonstrated efficacy in refining SE activities such as feature location and software repair action predictions, augmenting precision and efficiency in maintenance endeavors. Prospective research emphasizes the imperative of interpretable AI models and the exploration of novel AI paradigms, including explainable AI and reinforcement learning, to promote ethical and efficient software development practices. This paper fills the gap identified in AI techniques dedicated to improving SE phases. The review concludes that AI in SE is revolutionizing the discipline, enhancing software quality, efficiency, and innovation, with ongoing efforts targeting the mitigation of identified limitations and the augmentation of AI capabilities for intelligent and dependable SE.","This systematic literature review (2013-2023) examines AI integration in software engineering phases, highlighting AI's profound influence on software quality, efficiency, and innovation, with machine learning, deep learning, and natural language processing being key contributors."
"The Integration of Machine Learning into Automated Test Generation: A
  Systematic Mapping Study","https://scispace.com/paper/the-integration-of-machine-learning-into-automated-test-30ukob8v","2022","Posted Content","","","10.48550/arxiv.2206.10210","https://scispace.com/pdf/the-integration-of-machine-learning-into-automated-test-30ukob8v.pdf","Context: Machine learning (ML) may enable effective automated test generation. Objective: We characterize emerging research, examining testing practices, researcher goals, ML techniques applied, evaluation, and challenges. Methods: We perform a systematic mapping on a sample of 102 publications. Results: ML generates input for system, GUI, unit, performance, and combinatorial testing or improves the performance of existing generation methods. ML is also used to generate test verdicts, property-based, and expected output oracles. Supervised learning - often based on neural networks - and reinforcement learning - often based on Q-learning - are common, and some publications also employ unsupervised or semi-supervised learning. (Semi-/Un-)Supervised approaches are evaluated using both traditional testing metrics and ML-related metrics (e.g., accuracy), while reinforcement learning is often evaluated using testing metrics tied to the reward function. Conclusion: Work-to-date shows great promise, but there are open challenges regarding training data, retraining, scalability, evaluation complexity, ML algorithms employed - and how they are applied - benchmarks, and replicability. Our findings can serve as a roadmap and inspiration for researchers in this field. ","In this article , the authors characterize emerging research, examining testing practices, researcher goals, ML techniques applied, evaluation, and challenges, and provide a roadmap and inspiration for researchers in this field."
"Trends in Software Engineering Processes using Deep Learning: A Systematic Literature Review","https://scispace.com/paper/trends-in-software-engineering-processes-using-deep-learning-2u2zvntrui","2020","Proceedings Article","Software Engineering and Advanced Applications","Alvaro Fernández Del Carpio
Leonardo Bermon Angarita","10.1109/SEAA51224.2020.00077","","In recent years, several researchers have applied machine learning techniques to several knowledge areas achieving acceptable results. Thus, a considerable number of deep learning models are focused on a wide range of software processes. This systematic review investigates the software processes supported by deep learning models, determining relevant results for the software community. This research identified that the most extensively investigated sub-processes are software testing and maintenance. In such sub-processes, deep learning models such as CNN, RNN, and LSTM are widely used to process bug reports, malware classification, libraries and commits recommendations generation. Some solutions are oriented to effort estimation, classify software requirements, identify GUI visual elements, identification of code authors, the similarity of source codes, predict and classify defects, and analyze bug reports in testing and maintenance processes.","This research identified that the most extensively investigated sub-processes are software testing and maintenance, and deep learning models such as CNN, RNN, and LSTM are widely used to process bug reports, malware classification, libraries and commits recommendations generation."
"Artificial Intelligence in Software Test Automation: A Systematic Literature Review.","https://scispace.com/paper/artificial-intelligence-in-software-test-automation-a-5630tqv3o2","2020","Proceedings Article","International Conference on Evaluation of Novel Approaches to Software Engineering","Anna Trudova
Michal Dolezel
Alena Buchalcevova","10.5220/0009417801810192","","Artificial intelligence (AI) has made a considerable impact on the software engineering field, and the area of software testing is not an exception. In theory, AI techniques could help to achieve the highest possible level of software test automation. The goal of this Systematic Literature Review (SLR) paper is to highlight the role of artificial intelligence in the software test automation area through cataloguing AI techniques and related software testing activities to which the techniques can be applied. Specifically, the potential influence of AI on those activities was explored. To this end, the SLR was performed with the focus on research studies reporting the implementation of AI techniques in software test automation. Out of 34 primary studies that were included in the final set, 9 distinct software testing activities were identified. These activities had been reportedly improved by applying the AI techniques mostly from the machine learning and computer vision fields. According to the reviewed primary studies, the improvement was achieved in terms of reusability of test cases, manual effort reduction, improved coverage, improved fault and vulnerability detection. Several publicly accessible AI-enhanced tools for software test automation were discovered during the review as well. Their short summary is presented.","The goal of this Systematic Literature Review (SLR) paper is to highlight the role of artificial intelligence in the software test automation area through cataloguing AI techniques and related software testing activities to which the techniques can be applied."
"Enhancing Software Testing Through Artificial Intelligence","https://scispace.com/paper/enhancing-software-testing-through-artificial-intelligence-tqtoad7xw4","2024","Book Chapter","Advances in systems analysis, software engineering, and high performance computing book series","Ekrem Erol
Sibel Senan","10.4018/979-8-3693-3502-4.ch012","","Software testing, a pivotal phase in the software development lifecycle, is becoming increasingly challenging with the escalating complexity of modern software. Traditional testing methods are often inadequate in this evolving landscape. As AI continues to advance, its application in software testing is anticipated to lead to more efficient and effective processes, potentially transforming the entire software development lifecycle. This study focuses on conducting an in-depth analysis of the integration of artificial intelligence (AI) in software testing. By thoroughly analyzing and comparing a wide range of AI methodologies, this chapter aims to provide a comprehensive understanding of AI's current and future role in software testing, serving as a valuable resource for both practitioners and researchers in the field. ","Enhancing software testing through AI leads to more efficient and effective processes, transforming the software development lifecycle."
"The Future of Software Testing: AI-Powered Test Case Generation and
  Validation","https://scispace.com/paper/the-future-of-software-testing-ai-powered-test-case-397x4w92iyt0","2024","Journal Article","","Mohammad Baqar
Rajat Khanda","10.48550/arxiv.2409.05808","https://scispace.compdf/the-future-of-software-testing-ai-powered-test-case-397x4w92iyt0.pdf","Software testing is a crucial phase in the software development lifecycle (SDLC), ensuring that products meet necessary functional, performance, and quality benchmarks before release. Despite advancements in automation, traditional methods of generating and validating test cases still face significant challenges, including prolonged timelines, human error, incomplete test coverage, and high costs of manual intervention. These limitations often lead to delayed product launches and undetected defects that compromise software quality and user satisfaction. The integration of artificial intelligence (AI) into software testing presents a promising solution to these persistent challenges. AI-driven testing methods automate the creation of comprehensive test cases, dynamically adapt to changes, and leverage machine learning to identify high-risk areas in the codebase. This approach enhances regression testing efficiency while expanding overall test coverage. Furthermore, AI-powered tools enable continuous testing and self-healing test cases, significantly reducing manual oversight and accelerating feedback loops, ultimately leading to faster and more reliable software releases. This paper explores the transformative potential of AI in improving test case generation and validation, focusing on its ability to enhance efficiency, accuracy, and scalability in testing processes. It also addresses key challenges associated with adapting AI for testing, including the need for high quality training data, ensuring model transparency, and maintaining a balance between automation and human oversight. Through case studies and examples of real-world applications, this paper illustrates how AI can significantly enhance testing efficiency across both legacy and modern software systems. ","This paper explores AI's transformative potential in software testing, enhancing efficiency, accuracy, and scalability through automated test case generation, dynamic adaptation, and machine learning-driven risk identification, addressing challenges in adapting AI for testing and legacy system integration."
"Artificial Intelligence in Software Testing","https://scispace.com/paper/artificial-intelligence-in-software-testing-22ht8pe4s8","2024","Journal Article","International journal of innovative science and research technology","Yash Kulkarni","10.38124/ijisrt/ijisrt24jun606","","The integration of Artificial Intelligence (AI) in software testing is revolutionizing the field by enhancing efficiency, accuracy, and coverage. This paper explores the impact of AI-driven techniques on software testing, contrasting them with traditional methods. AI advancements such as machine learning, deep learning, and predictive analytics facilitate automated decision-making, intelligent test case generation, and adaptive test execution, streamlining routine tasks and reducing human intervention. Despite these benefits, challenges such as data quality, algorithmic bias, and ethical concerns need to be addressed. The paper also discusses the potential for human-AI collaboration, leveraging the strengths of both to improve testing practices. By examining empirical evidence and case studies, this research aims to provide valuable insights for industry professionals, researchers, and stakeholders, highlighting future research avenues and opportunities in AI-driven software testing. --- This abstract synthesizes the key points from the provided document, presenting a concise overview of the study's objectives, findings, and implications. ","AI in software testing enhances efficiency, accuracy, and coverage through automated decision-making, intelligent test case generation, and adaptive test execution."
