Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
Artificial Intelligence in Software Testing: A Systematic Review,"- **Relevance Score:** 53/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses AI techniques (ML/DL) to review testing tasks and evolution; provides a systematic review of 2020‑2023 literature; outlines research gaps and future directions; lacks direct comparative experiments, industry case data, and discussion of single‑model limits.",https://scispace.com/paper/artificial-intelligence-in-software-testing-a-systematic-21mj85gq1s,2023,Proceedings Article,"","Mahmudul Islam
Farhan Khan
Sabrina Alam
Mahady Hasan",10.1109/tencon58879.2023.10322349,"","Software testing is a crucial component of software development. With the increasing complexity of software systems, traditional manual testing methods are becoming less feasible. Artificial Intelligence (AI) has emerged as a promising approach to software testing in recent years. This review paper aims to provide an in-depth understanding of the current state of software testing using AI. The review will examine the various approaches, techniques, and tools used in this area and assess their effectiveness. The selected articles for this study have been extracted from different research databases using the advanced search string strategy. Initially, 40 articles have been extracted from different research libraries. After gradual filtering finally, 20 articles have been selected for the study. After studying all the selected papers, we find that various testing tasks can be automated successfully using AI (Machine Learning and Deep Learning) such as Test Case Generation, Defect Prediction, Test Case Prioritization Metamorphic Testing, Android Testing, Test Case Validation, and White Box Testing. This study also finds that the integration of AI in software testing is making software testing activities easier along with better performance. This literature review paper provides a thorough analysis of the impact AI can have on the software testing process."
Artificial intelligence in software testing: A systematic review,"- **Relevance Score:** 53/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses ML/DL to automate test tasks and traces shift from manual to AI testing; systematic review of 2020‑2023 literature; outlines research gaps and future work; lacks direct AI approach comparisons, industry case data, and single‑model limitation discussion.",https://scispace.com/paper/artificial-intelligence-in-software-testing-a-systematic-21mj85gq1s,2023,Proceedings Article,"","Mahmudul Islam
Farhan Khan
Sabrina Alam
Mahady Hasan",10.1109/tencon58879.2023.10322349,https://www.researchgate.net/profile/Mahmudul-Islam/publication/374263724_Artificial_Intelligence_in_Software_Testing_A_Systematic_Review/links/657a7603cbd2c535ea22bbe1/Artificial-Intelligence-in-Software-Testing-A-Systematic-Review.pdf,"Software testing is a crucial component of software development. With the increasing complexity of software systems, traditional manual testing methods are becoming less feasible. Artificial Intelligence (AI) has emerged as a promising approach to software testing in recent years. This review paper aims to provide an in-depth understanding of the current state of software testing using AI. The review will examine the various approaches, techniques, and tools used in this area and assess their effectiveness. The selected articles for this study have been extracted from different research databases using the advanced search string strategy. Initially, 40 articles have been extracted from different research libraries. After gradual filtering finally, 20 articles have been selected for the study. After studying all the selected papers, we find that various testing tasks can be automated successfully using AI (Machine Learning and Deep Learning) such as Test Case Generation, Defect Prediction, Test Case Prioritization Metamorphic Testing, Android Testing, Test Case Validation, and White Box Testing. This study also finds that the integration of AI in software testing is making software testing activities easier along with better performance. This literature review paper provides a thorough analysis of the impact AI can have on the software testing process."
Survey on identification and prediction of security threats using various deep learning models on software testing,"- **Relevance Score:** 53/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses deep learning for security threat detection in testing; provides a 2024 survey covering recent literature and outlines research gaps, but lacks test‑generation comparisons, industry case studies, and multi‑model discussion.",https://scispace.com/paper/survey-on-identification-and-prediction-of-security-threats-3eqynefx5o,2024,Journal Article,Multimedia Tools and Applications,"Suman
Raees Ahmad Khan",10.1007/s11042-024-18323-8,"",""
The integration of machine learning into automated test generation: A systematic mapping study,"- **Relevance Score:** 52/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses ML (neural nets, RL) to generate test inputs and oracles, mapping evolution from classic automation to AI‑assisted testing. Provides systematic mapping of 124 papers (2020‑2022) as a survey. Identifies challenges, benchmarks, and future research gaps. Lacks direct head‑to‑head AI approach comparison, industry case studies, and discussion of single‑model vs multi‑model strategies.",https://scispace.com/paper/the-integration-of-machine-learning-into-automated-test-1a04w6sf,2022,Journal Article,"Software Testing, Verification & Reliability","Afonso Fontes
Gregory Gay",10.1002/stvr.1845,https://onlinelibrary.wiley.com/doi/pdf/10.1002/stvr.1845,"Machine learning (ML) may enable effective automated test generation. We characterize emerging research, examining testing practices, researcher goals, ML techniques applied, evaluation, and challenges in this intersection by performing. We perform a systematic mapping study on a sample of 124 publications. ML generates input for system, GUI, unit, performance, and combinatorial testing or improves the performance of existing generation methods. ML is also used to generate test verdicts, property‐based, and expected output oracles. Supervised learning—often based on neural networks—and reinforcement learning—often based on Q‐learning—are common, and some publications also employ unsupervised or semi‐supervised learning. (Semi‐/Un‐)Supervised approaches are evaluated using both traditional testing metrics and ML‐related metrics (e.g., accuracy), while reinforcement learning is often evaluated using testing metrics tied to the reward function. The work‐to‐date shows great promise, but there are open challenges regarding training data, retraining, scalability, evaluation complexity, ML algorithms employed—and how they are applied—benchmarks, and replicability. Our findings can serve as a roadmap and inspiration for researchers in this field."
The role of Reinforcement Learning in software testing,"- **Relevance Score:** 51/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses RL to illustrate AI-driven testing evolution; Provides a systematic review of 2020‑2023 studies; Highlights research gaps and future work; Lacks multi‑AI comparison and industry case data; Mentions need for multi‑agent RL, hinting at multi‑model diversity.",https://scispace.com/paper/the-role-of-reinforcement-learning-in-software-testing-50vnc0h6vr,2023,Journal Article,Information & Software Technology,"Amr Abo-eleneen
A. Palliyali
Cagatay Catal",10.1016/j.infsof.2023.107325,"","Software testing is applied to validate the behavior of the software system and identify flaws and bugs. Different machine learning technique types such as supervised and unsupervised learning were utilized in software testing. However, for some complex software testing scenarios, neither supervised nor unsupervised machine learning techniques were adequate. As such, researchers applied Reinforcement Learning (RL) techniques in some cases. However, a systematic overview of the state-of-the-art on the role of reinforcement learning in software testing is lacking. The objective of this study is to determine how and to what extent RL was used in software testing. In this study, a Systematic Literature Review (SLR) was conducted on the use of RL in software testing, and 40 primary studies were investigated. This study highlights different software testing types to which RL has been applied, commonly used RL algorithms and architecture for learning, challenges faced, advantages and disadvantages of using RL, and the performance comparison of RL-based models against other techniques. RL has been widely used in software testing but has almost narrowed to two applications. There is a shortage of papers using advanced RL techniques in addition to multi-agent RL. Several challenges were presented in this study. "
"The Role of Artificial Intelligence and Machine Learning in Software
  Testing","- **Relevance Score:** 48/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses AI/ML tools to illustrate evolution from manual to intelligent testing; reviews literature 2020‑2024 but not a systematic SLR; lacks direct comparison of distinct AI models for test generation; highlights research gaps and future directions; includes case studies showing practical impact; does not discuss single‑model limitations or multi‑model strategies.",https://scispace.com/paper/the-role-of-artificial-intelligence-and-machine-learning-in-4czpvcsr8s1w,2024,Journal Article,"","A.A. Ramadan
Husam Yasin
Burhan Pektas",10.48550/arxiv.2409.02693,"","Artificial Intelligence (AI) and Machine Learning (ML) have significantly impacted various industries, including software development. Software testing, a crucial part of the software development lifecycle (SDLC), ensures the quality and reliability of software products. Traditionally, software testing has been a labor-intensive process requiring significant manual effort. However, the advent of AI and ML has transformed this landscape by introducing automation and intelligent decision-making capabilities. AI and ML technologies enhance the efficiency and effectiveness of software testing by automating complex tasks such as test case generation, test execution, and result analysis. These technologies reduce the time required for testing and improve the accuracy of defect detection, ultimately leading to higher quality software. AI can predict potential areas of failure by analyzing historical data and identifying patterns, which allows for more targeted and efficient testing. This paper explores the role of AI and ML in software testing by reviewing existing literature, analyzing current tools and techniques, and presenting case studies that demonstrate the practical benefits of these technologies. The literature review provides a comprehensive overview of the advancements in AI and ML applications in software testing, highlighting key methodologies and findings from various studies. The analysis of current tools showcases the capabilities of popular AI-driven testing tools such as Eggplant AI, Test.ai, Selenium, Appvance, Applitools Eyes, Katalon Studio, and Tricentis Tosca, each offering unique features and advantages. Case studies included in this paper illustrate real-world applications of AI and ML in software testing, showing significant improvements in testing efficiency, accuracy, and overall software quality. "
"The Integration of Machine Learning into Automated Test Generation: A
  Systematic Literature Review","- **Relevance Score:** 47/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses ML techniques (neural nets, RL) to map evolution of testing; surveys 97 papers up to 2022, but not limited to 2020‑2024; lacks direct head‑to‑head AI method comparison; clearly lists research gaps and future work; provides no industry case studies; does not discuss single‑model vs multi‑model limitations.",https://scispace.com/paper/the-integration-of-machine-learning-into-automated-test-38aak7dw,2022,Posted Content,"","","","","Background: Machine learning (ML) may enable effective automated test generation. Aims: We characterize emerging research, examining testing practices, researcher goals, ML techniques applied, evaluation, and challenges. Method: We perform a systematic literature review on a sample of 97 publications. Results: ML generates input for system, GUI, unit, performance, and combinatorial testing or improves the performance of existing generation methods. ML is also used to generate test verdicts, property-based, and expected output oracles. Supervised learning - often based on neural networks - and reinforcement learning - often based on Q-learning - are common, and some publications also employ unsupervised or semi-supervised learning. (Semi-/Un-)Supervised approaches are evaluated using both traditional testing metrics and ML-related metrics (e.g., accuracy), while reinforcement learning is often evaluated using testing metrics tied to the reward function. Conclusions: Work-to-date shows great promise, but there are open challenges regarding training data, retraining, scalability, evaluation complexity, ML algorithms employed - and how they are applied - benchmarks, and replicability. Our findings can serve as a roadmap and inspiration for researchers in this field. "
Constrained adversarial learning and its applicability to automated software testing: a systematic review,"- **Relevance Score:** 46/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses systematic review to map constrained adversarial methods for testing, highlights research gaps, but lacks direct AI‑model comparisons, industry case data, and multi‑model discussion.",https://scispace.com/paper/constrained-adversarial-learning-and-its-applicability-to-105wikul,2023,Journal Article,arXiv.org,"João Vitorino
Tiago Dias
Tiago Fonseca
Eva Maia
Isabel Pracca",10.48550/arXiv.2303.07546,https://arxiv.org/pdf/2303.07546,"Every novel technology adds hidden vulnerabilities ready to be exploited by a growing number of cyber-attacks. Automated software testing can be a promising solution to quickly analyze thousands of lines of code by generating and slightly modifying function-specific testing data to encounter a multitude of vulnerabilities and attack vectors. This process draws similarities to the constrained adversarial examples generated by adversarial learning methods, so there could be significant benefits to the integration of these methods in automated testing tools. Therefore, this systematic review is focused on the current state-of-the-art of constrained data generation methods applied for adversarial learning and software testing, aiming to guide researchers and developers to enhance testing tools with adversarial learning methods and improve the resilience and robustness of their digital systems. The found constrained data generation applications for adversarial machine learning were systematized, and the advantages and limitations of approaches specific for software testing were thoroughly analyzed, identifying research gaps and opportunities to improve testing tools with adversarial attack methods."
Natural language processing-based software testing: A systematic literature review,"- **Relevance Score:** 46/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Provides a thorough SLR of NLP‑based testing (2020‑2024) and outlines research gaps, but lacks direct evolution narrative, comparative AI experiments, industry case data, and single‑model limitation discussion.",https://scispace.com/paper/natural-language-processing-based-software-testing-a-2wwdc595mf,2024,Journal Article,IEEE Access,"Mohamed Boukhlif
Mohamed Hanine
Nassim Kharmoum
Atenea Ruigómez Noriega
David García Obeso
Imran Ashraf",10.1109/access.2024.3407753,https://ieeexplore.ieee.org/iel8/6287639/6514899/10542730.pdf,"New approaches to software testing are required due to the rising complexity of today's software applications and the rapid growth of software engineering practices. Among these methods, one that has shown promise is the introduction of Natural Language Processing (NLP) tools to software testing practices. NLP has witnessed a rise in popularity within all IT fields, especially in software engineering, where its use has improved the way we extract information from textual data. The goal of this systematic literature review (SLR) is to provide an in-depth analysis of the present body of the literature on the expanding subject of NLP-based software testing. Through a repeatable process, that takes into account the quality of the research, we examined 24 papers extracted from Web of Science and Scopus databases to extract insights about the usage of NLP techniques in the field of software testing. Requirements analysis and test case generation popped up as the most hot topics in the field. We also explored NLP techniques, software testing types, machine/deep learning algorithms, and NLP tools and frameworks used in the studied body of literature. This study also stressed some recurrent open challenges that need further work in future research such as the generalization of the NLP algorithm across domains and languages and the ambiguity in the natural language requirements. Software testing professionals and researchers can get important insights from the findings of this SLR, which will help them comprehend the advantages and challenges of using NLP in software testing. "
Quality Assurance for LLM-Generated Test Cases: A Systematic Literature Review,"- **Relevance Score:** 46/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses systematic review of LLM‑generated test cases, covering recent (2020‑2024) literature and outlining research gaps. Lacks multi‑approach comparison, industry case data, and multi‑model discussion.",https://scispace.com/paper/quality-assurance-for-llm-generated-test-cases-a-systematic-4aqe98j7it1p,2024,Journal Article,"","Hasali Edirisinghe
Dilani Wickramaarachchi",10.1109/slaai-icai63667.2024.10844968,"","The rapid advancements in artificial intelligence have transformed software testing, with Large Language Models (LLMs) emerging as powerful tools for automating test case generation. This paper explores Quality Assurance (QA) for LLM-generated test cases in black-box testing through a systematic literature review. Though LLMs are increasingly used for test case generation, challenges in ensuring their quality remain. Following PRISMA guidelines, relevant studies were selected from databases focusing on critical quality attributes, QA frameworks, metrics, and challenges. LLMs demonstrate high efficiency but face numerous issues. A recommendation for future research is given on addressing standardized metrics and improving human-AI collaboration for enhanced testing outcomes."
Automated Software Testing Using Machine Learning: A Systematic Mapping Study,"- **Relevance Score:** 43/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses ML, evolutionary algorithms, and deep learning to map testing research; surveys literature from 2006 onward, not limited to 2020‑2024; outlines challenges and future work but lacks direct comparative experiments, industry case data, or single‑model limitation discussion.",https://scispace.com/paper/automated-software-testing-using-machine-learning-a-4gpv9n8qemmr,2024,Proceedings Article,2018 4th International Conference on Optimization and Applications (ICOA),"Abdellatif Ahammad
Manal El Bajta
Maryam Radgui",10.1109/icoa62581.2024.10754031,"","In today's digital world, software quality assurance is a crucial part of the Software Development Life Cycle (SDLC), and automated testing is essential to this effort. This study investigates how machine learning (ML) can augment automated testing by analyzing research from 2006 onward to determine its possible uses, prevalent techniques, and related advantages and disadvantages. Our findings reveal a growing interest in leveraging ML for testing, particularly in tasks like test case generation and user interface validation. Common ML techniques such as symbolic AI, evolutionary algorithms, and deep learning are emerging as the primary methods. ML holds promise for accelerating testing processes, enhancing accuracy, and improving adaptability. However, challenges such as sourcing high-quality training data, understanding complex ML models, and integrating ML with existing tools persist. This study illuminates the transformative potential of ML in testing and provides valuable insights for guiding future research in this dynamic field."
Enhancing Software Testing Through Artificial Intelligence,"- **Relevance Score:** 43/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses AI methods to discuss testing evolution; provides a broad literature overview but lacks systematic 2020‑2024 scope and direct comparisons; highlights research gaps; no industry case studies or single‑model limitation analysis.",https://scispace.com/paper/enhancing-software-testing-through-artificial-intelligence-tqtoad7xw4,2024,Book Chapter,"Advances in systems analysis, software engineering, and high performance computing book series","Ekrem Erol
Sibel Senan",10.4018/979-8-3693-3502-4.ch012,"","Software testing, a pivotal phase in the software development lifecycle, is becoming increasingly challenging with the escalating complexity of modern software. Traditional testing methods are often inadequate in this evolving landscape. As AI continues to advance, its application in software testing is anticipated to lead to more efficient and effective processes, potentially transforming the entire software development lifecycle. This study focuses on conducting an in-depth analysis of the integration of artificial intelligence (AI) in software testing. By thoroughly analyzing and comparing a wide range of AI methodologies, this chapter aims to provide a comprehensive understanding of AI's current and future role in software testing, serving as a valuable resource for both practitioners and researchers in the field. "
