Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
Diversity empowers intelligence: Integrating expertise of software engineering agents,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses diverse SWE agents and hierarchical ensembling to boost bug‑fixing on SWE‑Bench, showing ensemble gains; discusses intra/inter diversity but lacks distinct model types, test‑generation results, deep theory, or scalability analysis.",https://scispace.com/paper/diversity-empowers-intelligence-integrating-expertise-of-1o7imaudjbdd,2024,Journal Article,"","Kexun Zhang
Weiran Yao
Zuxin Liu
Yihao Feng
Zhi‐Wei Liu
Rithesh Murthy
Tian Lan
Lei Li
Renze Lou
Jiacheng Xu
Pang Bo
Yingbo Zhou
Shelby Heinecke
Silvio Savarese
Huan Wang
Caiming Xiong",10.48550/arxiv.2408.07060,https://arxiv.org/pdf/2408.07060?,"Large language model (LLM) agents have shown great potential in solving real-world software engineering (SWE) problems. The most advanced open-source SWE agent can resolve over 27% of real GitHub issues in SWE-Bench Lite. However, these sophisticated agent frameworks exhibit varying strengths, excelling in certain tasks while underperforming in others. To fully harness the diversity of these agents, we propose DEI (Diversity Empowered Intelligence), a framework that leverages their unique expertise. DEI functions as a meta-module atop existing SWE agent frameworks, managing agent collectives for enhanced problem-solving. Experimental results show that a DEI-guided committee of agents is able to surpass the best individual agent's performance by a large margin. For instance, a group of open-source SWE agents, with a maximum individual resolve rate of 27.3% on SWE-Bench Lite, can achieve a 34.3% resolve rate with DEI, making a 25% improvement and beating most closed-source solutions. Our best-performing group excels with a 55% resolve rate, securing the highest ranking on SWE-Bench Lite. Our findings contribute to the growing body of research on collaborative AI systems and their potential to solve complex software engineering challenges. "
Self-evolving multi-agent collaboration networks for software development,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses a self‑evolving multi‑agent LLM network for software development and evaluates on function‑ and software‑level coding benchmarks; shows overall performance gains but lacks explicit heterogeneous ensembles, complementary strength analysis, or test‑generation focus.",https://scispace.com/paper/self-evolving-multi-agent-collaboration-networks-for-3eouucz3wlh0,2024,Journal Article,"","Hu Yue
Yuanfang Cai
Yi Du
Xinyu Zhu
Xiaowei Liu
Zhiqiang Yu
Y. Thomas Hou
Shuo Tang
Sixuan CHEN",10.48550/arxiv.2410.16946,https://arxiv.org/pdf/2410.16946?,"LLM-driven multi-agent collaboration (MAC) systems have demonstrated impressive capabilities in automatic software development at the function level. However, their heavy reliance on human design limits their adaptability to the diverse demands of real-world software development. To address this limitation, we introduce EvoMAC, a novel self-evolving paradigm for MAC networks. Inspired by traditional neural network training, EvoMAC obtains text-based environmental feedback by verifying the MAC network's output against a target proxy and leverages a novel textual backpropagation to update the network. To extend coding capabilities beyond function-level tasks to more challenging software-level development, we further propose rSDE-Bench, a requirement-oriented software development benchmark, which features complex and diverse software requirements along with automatic evaluation of requirement correctness. Our experiments show that: i) The automatic requirement-aware evaluation in rSDE-Bench closely aligns with human evaluations, validating its reliability as a software-level coding benchmark. ii) EvoMAC outperforms previous SOTA methods on both the software-level rSDE-Bench and the function-level HumanEval benchmarks, reflecting its superior coding capabilities. The benchmark can be downloaded at https://yuzhu-cai.github.io/rSDE-Bench/. "
Enabling Ensemble Learning for Heterogeneous Large Language Models with Deep Parallel Collaboration,"- **Relevance Score:** 55/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Training‑free DEEPEN ensembles heterogeneous LLMs, showing benchmark gains; lacks software‑engineering, test‑generation experiments, and deep collaborative agent mechanisms.",https://scispace.com/paper/enabling-ensemble-learning-for-heterogeneous-large-language-1gzhyo5jm2,2024,Journal Article,arXiv.org,"Yi-Chong Huang
Xiaocheng Feng
Baohang Li
Yang Xiang
Hui Wang
Bing Qin
Ting Liu",10.48550/arxiv.2404.12715,https://scispace.compdf/enabling-ensemble-learning-for-heterogeneous-large-language-1gzhyo5jm2.pdf,"Large language models (LLMs) have shown complementary strengths in various tasks and instances, motivating the research of ensembling LLMs to push the frontier leveraging the wisdom of the crowd. Existing work achieves this objective via training the extra reward model or fusion model to select or fuse all candidate answers. However, these methods pose a great challenge to the generalizability of the trained models. Besides, existing methods use the textual responses as communication media, ignoring the rich information in the inner representations of neural networks. Therefore, we propose a training-free ensemble framework DEEPEN, averaging the probability distributions outputted by different LLMs. A key challenge in this paradigm is the vocabulary discrepancy between heterogeneous LLMs, which hinders the operation of probability distribution averaging. To address this challenge, DEEPEN maps the probability distribution of each model from the probability space to a universe relative space based on the relative representation theory, and performs aggregation. Then, the result of aggregation is mapped back to the probability space of one LLM via a search-based inverse transformation to determine the generated token. We conduct experiments on the ensemble of various LLMs of 6B to 70B. Experimental results show that DEEPEN achieves consistent improvements across six popular benchmarks involving subject examination, reasoning and knowledge-QA, proving the effectiveness of our approach."
HyperAgent: Generalist Software Engineering Agents to Solve Coding Tasks at Scale,"- **Relevance Score:** 53/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** HyperAgent is a collaborative multi‑agent system evaluated on several SE benchmarks, achieving strong gains over single‑model baselines, but it does not explore heterogeneous models or test‑generation ensembles.",https://scispace.com/paper/hyperagent-generalist-software-engineering-agents-to-solve-j74jybomct3v,2024,Journal Article,arXiv.org,"H. N. Phan
Phong X. Nguyen
Nghi D. Q. Bui",10.48550/arxiv.2409.16299,https://scispace.compdf/hyperagent-generalist-software-engineering-agents-to-solve-j74jybomct3v.pdf,"Large Language Models (LLMs) have revolutionized software engineering (SE), demonstrating remarkable capabilities in various coding tasks. While recent efforts have produced autonomous software agents based on LLMs for end-to-end development tasks, these systems are typically designed for specific SE tasks. We introduce HyperAgent, a novel generalist multi-agent system designed to address a wide spectrum of SE tasks across different programming languages by mimicking human developers' workflows. Comprising four specialized agents - Planner, Navigator, Code Editor, and Executor. HyperAgent manages the full lifecycle of SE tasks, from initial conception to final verification. Through extensive evaluations, HyperAgent achieves state-of-the-art performance across diverse SE tasks: it attains a 25.01% success rate on SWE-Bench-Lite and 31.40% on SWE-Bench-Verified for GitHub issue resolution, surpassing existing methods. Furthermore, HyperAgent demonstrates SOTA performance in repository-level code generation (RepoExec), and in fault localization and program repair (Defects4J), often outperforming specialized systems. This work represents a significant advancement towards versatile, autonomous agents capable of handling complex, multi-step SE tasks across various domains and languages, potentially transforming AI-assisted software development practices."
"Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A
  Framework for Senior Design Projects","- **Relevance Score:** 52/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses multi-agent LLM collaboration to mentor senior design projects; shows MAS outperforms single-agent with 89% accuracy; lacks software‑engineering tasks, test‑generation, formal diversity theory, or scalability analysis.",https://scispace.com/paper/harnessing-multi-agent-llms-for-complex-engineering-problem-2q2r0hrm0klk,2025,Journal Article,"","A. Mushtaq
Muhammad Naeem
Ibrahim Ghaznavi
Muhammad Taj
Imran Hashmi
Junaid Qadir",10.48550/arxiv.2501.01205,https://scispace.compdf/harnessing-multi-agent-llms-for-complex-engineering-problem-2q2r0hrm0klk.pdf,"Multi-Agent Large Language Models (LLMs) are gaining significant attention for their ability to harness collective intelligence in complex problem-solving, decision-making, and planning tasks. This aligns with the concept of the wisdom of crowds, where diverse agents contribute collectively to generating effective solutions, making it particularly suitable for educational settings. Senior design projects, also known as capstone or final year projects, are pivotal in engineering education as they integrate theoretical knowledge with practical application, fostering critical thinking, teamwork, and real-world problem-solving skills. In this paper, we explore the use of Multi-Agent LLMs in supporting these senior design projects undertaken by engineering students, which often involve multidisciplinary considerations and conflicting objectives, such as optimizing technical performance while addressing ethical, social, and environmental concerns. We propose a framework where distinct LLM agents represent different expert perspectives, such as problem formulation agents, system complexity agents, societal and ethical agents, or project managers, thus facilitating a holistic problem-solving approach. This implementation leverages standard multi-agent system (MAS) concepts such as coordination, cooperation, and negotiation, incorporating prompt engineering to develop diverse personas for each agent. These agents engage in rich, collaborative dialogues to simulate human engineering teams, guided by principles from swarm AI to efficiently balance individual contributions towards a unified solution. We adapt these techniques to create a collaboration structure for LLM agents, encouraging interdisciplinary reasoning and negotiation similar to real-world senior design projects. To assess the efficacy of this framework, we collected six proposals of engineering and computer science of... "
Ensemble Debates with Local Large Language Models for AI Alignment,"- **Relevance Score:** 51/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Shows ensemble debates improve alignment scores over single models; uses multiple LLMs that interact. Mentions varied model configs and reasoning vs. factual gains, but no software or test‑generation tasks, nor deep theory or scalability analysis.",https://scispace.com/paper/http://arxiv.org/abs/2509.00091v1,2025,Preprint,"",Ephraiem Sarabamoun,"",http://arxiv.org/pdf/2509.00091v1,"As large language models (LLMs) take on greater roles in high-stakes
decisions, alignment with human values is essential. Reliance on proprietary
APIs limits reproducibility and broad participation. We study whether local
open-source ensemble debates can improve alignmentoriented reasoning. Across
150 debates spanning 15 scenarios and five ensemble configurations, ensembles
outperform single-model baselines on a 7-point rubric (overall: 3.48 vs. 3.13),
with the largest gains in reasoning depth (+19.4%) and argument quality
(+34.1%). Improvements are strongest for truthfulness (+1.25 points) and human
enhancement (+0.80). We provide code, prompts, and a debate data set, providing
an accessible and reproducible foundation for ensemble-based alignment
evaluation."
Optimizing Collaboration of LLM based Agents for Finite Element Analysis,"- **Relevance Score:** 50/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Shows multi-agent AutoGen system (Engineer, Executor, Expert) boosting FEA code generation; demonstrates ensemble gains but lacks diverse models, SE test tasks, or theoretical diversity analysis.",https://scispace.com/paper/optimizing-collaboration-of-llm-based-agents-for-finite-7jjqajzhwcp0,2024,Journal Article,"","Chuan Tian
Yilei Zhang",10.48550/arxiv.2408.13406,https://scispace.compdf/optimizing-collaboration-of-llm-based-agents-for-finite-7jjqajzhwcp0.pdf,"This paper investigates the interactions between multiple agents within Large Language Models (LLMs) in the context of programming and coding tasks. We utilize the AutoGen framework to facilitate communication among agents, evaluating different configurations based on the success rates from 40 random runs for each setup. The study focuses on developing a flexible automation framework for applying the Finite Element Method (FEM) to solve linear elastic problems. Our findings emphasize the importance of optimizing agent roles and clearly defining their responsibilities, rather than merely increasing the number of agents. Effective collaboration among agents is shown to be crucial for addressing general FEM challenges. This research demonstrates the potential of LLM multi-agent systems to enhance computational automation in simulation methodologies, paving the way for future advancements in engineering and artificial intelligence. "
A survey on code generation with llm-based agents,"- **Relevance Score:** 50/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Surveys multi‑agent LLM architectures, ensemble results, and SE benchmarks, offering broad context but no original experiments or formal diversity analysis; test‑generation gains not covered.",https://scispace.com/paper/a-survey-on-code-generation-with-llm-based-agents-ud6w79v0z4mv,2025,Journal Article,arXiv.org,"Yihong Dong
Xue Jiang
Jiaru Qian
Tian Wang
Kechi Zhang
Zhi Jin
Ge Li",10.48550/arxiv.2508.00083,https://arxiv.org/pdf/2508.00083?,"Code generation agents powered by large language models (LLMs) are revolutionizing the software development paradigm. Distinct from previous code generation techniques, code generation agents are characterized by three core features. 1) Autonomy: the ability to independently manage the entire workflow, from task decomposition to coding and debugging. 2) Expanded task scope: capabilities that extend beyond generating code snippets to encompass the full software development lifecycle (SDLC). 3) Enhancement of engineering practicality: a shift in research emphasis from algorithmic innovation toward practical engineering challenges, such as system reliability, process management, and tool integration. This domain has recently witnessed rapid development and an explosion in research, demonstrating significant application potential. This paper presents a systematic survey of the field of LLM-based code generation agents. We trace the technology's developmental trajectory from its inception and systematically categorize its core techniques, including both single-agent and multi-agent architectures. Furthermore, this survey details the applications of LLM-based agents across the full SDLC, summarizes mainstream evaluation benchmarks and metrics, and catalogs representative tools. Finally, by analyzing the primary challenges, we identify and propose several foundational, long-term research directions for the future work of the field."
"The Potential of LLMs in Automating Software Testing: From Generation to
  Reporting","- **Relevance Score:** 49/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses a multi‑agent architecture with GPT‑4, GPT‑3.5, CodeLlama, Llama2 collaborating to design, generate, and execute tests; shows some performance gains but lacks detailed ensemble analysis or diversity theory.",https://scispace.com/paper/the-potential-of-llms-in-automating-software-testing-from-6r8f7i375vyv,2024,Journal Article,"","Betim Sherifi
Khaled Slhoub
Fitzroy Nembhard",10.48550/arxiv.2501.00217,https://scispace.compdf/the-potential-of-llms-in-automating-software-testing-from-6r8f7i375vyv.pdf,"Having a high quality software is essential in software engineering, which requires robust validation and verification processes during testing activities. Manual testing, while effective, can be time consuming and costly, leading to an increased demand for automated methods. Recent advancements in Large Language Models (LLMs) have significantly influenced software engineering, particularly in areas like requirements analysis, test automation, and debugging. This paper explores an agent-oriented approach to automated software testing, using LLMs to reduce human intervention and enhance testing efficiency. The proposed framework integrates LLMs to generate unit tests, visualize call graphs, and automate test execution and reporting. Evaluations across multiple applications in Python and Java demonstrate the system's high test coverage and efficient operation. This research underscores the potential of LLM-powered agents to streamline software testing workflows while addressing challenges in scalability and accuracy. "
AgentCoder: Multi-Agent-based Code Generation with Iterative Testing and Optimisation,"- **Relevance Score:** 48/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses a three‑agent LLM loop to generate and test code, showing strong SE benchmarks; lacks distinct model ensembles, complementary analysis, or diversity theory.",https://scispace.com/paper/agentcoder-multi-agent-based-code-generation-with-iterative-558wka9wmg,2023,Journal Article,arXiv.org,"Dong Huang
Qi Bu
Jie M. Zhang
Michael Luck
Heming Cui",10.48550/arxiv.2312.13010,"","The advancement of natural language processing (NLP) has been significantly boosted by the development of transformer-based large language models (LLMs). These models have revolutionized NLP tasks, particularly in code generation, aiding developers in creating software with enhanced efficiency. Despite their advancements, challenges in balancing code snippet generation with effective test case generation and execution persist. To address these issues, this paper introduces Multi-Agent Assistant Code Generation (AgentCoder), a novel solution comprising a multi-agent framework with specialized agents: the programmer agent, the test designer agent, and the test executor agent. During the coding procedure, the programmer agent will focus on the code generation and refinement based on the test executor agent's feedback. The test designer agent will generate test cases for the generated code, and the test executor agent will run the code with the test cases and write the feedback to the programmer. This collaborative system ensures robust code generation, surpassing the limitations of single-agent models and traditional methodologies. Our extensive experiments on 9 code generation models and 12 enhancement approaches showcase AgentCoder's superior performance over existing code generation models and prompt engineering techniques across various benchmarks. For example, AgentCoder achieves 77.4% and 89.1% pass@1 in HumanEval-ET and MBPP-ET with GPT-3.5, while SOTA baselines obtain only 69.5% and 63.0%."
